mean_x,std_x,min_x,max_x,q1_x,median_x,q3_x,skew_x,kurtosis_x,mean_y,std_y,min_y,max_y,q1_y,median_y,q3_y,skew_y,kurtosis_y,mean_z,std_z,min_z,max_z,q1_z,median_z,q3_z,skew_z,kurtosis_z,mean_mag,std_mag,min_mag,max_mag,q1_mag,median_mag,q3_mag,skew_mag,kurtosis_mag,corr_xy,corr_xz,corr_yz,is_fall
1.440489566645096,34.03702992543755,-256.0,253.9921875,-6.166666507720947,-0.869384765625,0.944091796875,1.0932398847192504,24.68405332492822,-11.8216572302241,47.59577503575621,-256.0,253.9921875,-33.9296875,-0.328125,0.37939453125,1.5802776574511468,10.389299292062061,-43.10514700558938,71.309264068037,-247.625,253.9921875,-116.8333358764648,-2.15625,0.193603515625,0.06765721571283555,1.2212002600003125,67.21302828926808,77.40269676015505,0.41213808366476695,430.12563160076957,1.0354723465734568,14.52421494691602,132.47903456293662,1.0769247317155426,1.386255786812617,-0.15888671113213496,-0.09377258716976658,0.5984132363629084,0
-1.0201350767744912,33.38959258404651,-256.0,253.9921875,-7.166666507720947,-0.901611328125,0.666748046875,-0.6300979353065637,21.41334702322632,-15.826076211399503,43.082821509423,-256.0,210.171875,-56.70833396911621,-0.263916015625,0.39288330078125,-0.15771303959067134,9.50598490554193,-43.296544070773656,66.39685049411612,-228.03125,253.9921875,-119.0,-1.73828125,0.2550048828125,-0.12464579105136858,0.359796548698192,63.83750499075623,73.6912831109008,0.35886512743299537,357.5083616332565,1.0378823031556896,8.37108157497845,133.91158673555964,0.806543623939722,-0.1649326476863906,-0.16430481405350444,-0.1403833462813623,0.604473194499802,0
8.553956007739634,48.36993966930354,-256.0,253.9921875,-1.421875,-0.2470703125,30.66666603088379,-0.7465793500615097,13.000187253912742,-8.68702667073686,25.234866254325166,-179.640625,116.609375,-26.5390625,-0.046875,0.6319580078125,-1.3717897687971288,10.900754855649426,-44.38416431380533,69.85515734518368,-192.0,179.1015625,-128.25,-2.1171875,0.281005859375,-0.5077292063493447,-0.4082448184267178,65.8863842084692,75.05841431668672,0.4902616090542885,293.3432449169043,1.0422465332654207,21.312982548147883,136.4069179150693,0.7166224369570594,-0.8296489464186543,-0.08464122955391414,-0.35364778317939494,0.4027273322947386,0
10.622833192017342,50.5127265818102,-256.0,253.9921875,-1.712890625,0.0966796875,47.130208015441895,-0.5069045159008294,6.228601224427974,-9.600249279605018,25.74629743896293,-132.953125,107.0078125,-23.33333396911621,-0.5858154296875,0.546875,-0.37126803679259957,4.730416091118885,-37.71805743747287,58.48338687350861,-191.6666717529297,88.4609375,-77.5,-2.30859375,0.53668212890625,-0.9477473310828006,-0.039868682971204716,64.69141754734083,63.85448803779442,0.8073226594615702,270.4988745138901,1.0594985123727025,50.12377199675694,111.0516592077905,0.6327922952090063,-0.6072222652792525,-0.19925318334773362,-0.3971150493035898,0.5306097668032053,0
6.576842606680261,47.83644961658729,-256.0,253.9921875,-1.580078125,-0.05078125,23.16666603088379,-1.1157013200714547,8.086896671581068,-8.161600565910339,34.23215161671843,-125.078125,228.4453125,-24.5,-0.538818359375,0.440185546875,2.9717969873899817,19.479565170987346,-39.004960216946074,62.57936920135091,-192.0,172.4296875,-79.5,-2.10546875,0.33172607421875,-0.883375665773971,0.2454630615226545,62.676474129064445,71.26890388250723,0.5604859428650758,326.3370815707364,1.0504459410462228,26.464570080351283,100.32504975318164,0.9105446520574717,-0.13567084706863541,-0.3769618364484386,-0.46304320403874555,0.45889163062018,0
9.838356672106114,32.229600324006974,-182.5,127.5390625,-2.5859375,0.802978515625,42.83333206176758,-0.60675390191935,4.743429133598899,-8.003222977835996,18.16364379498813,-76.6015625,95.0703125,-19.16666603088379,-0.3984375,0.537109375,0.24300127584516212,4.116896743696623,-48.95973379928266,74.68858645528114,-194.1640625,194.171875,-125.3333358764648,-0.5625,0.499267578125,-0.4749901172977863,-0.7439723306410153,64.8612510653839,72.78714531848904,0.4591464142160973,246.68259388133455,1.0718273663849773,13.35633874487948,136.61482989063182,0.5397884947694236,-1.4022118087161526,0.052076918406100174,-0.4960638990229848,0.48164275023909275,0
7.1552932867573364,36.926132856113334,-256.0,136.078125,-3.904296875,0.3203125,43.9765625,-1.3254435598682384,7.9881976026306365,-5.06036939435535,24.81021806768536,-130.4609375,121.875,-25.5,0.26171875,1.166748046875,-0.20807405499138146,2.6724546256942627,-51.500945502387154,79.01894714357684,-192.0,186.34375,-125.4583358764648,-1.609375,0.5584716796875,-0.5173222534271305,-0.8317735005979316,72.51779991430298,75.45463444751843,0.48343357767635814,270.34525451841205,1.07471118604733,42.97643226628982,147.8042432950438,0.46960006470565335,-1.4078481646260572,0.15775426756993172,-0.4186995732379769,0.35077040685885114,0
6.550936899090823,32.27497948416463,-182.03125,163.265625,-3.6953125,-0.353759765625,22.66666603088379,-0.4602028150604262,5.338788722527282,-6.163587176945962,22.549921902210606,-101.734375,72.2890625,-26.5,0.264404296875,1.1796875,-0.3583718021021049,1.5673297540329383,-49.350408777345386,74.1621120218036,-192.0,166.203125,-117.0,-0.2734375,0.60498046875,-0.5727937915496962,-0.7943977912288909,67.08951053997086,71.1727275097386,0.7181562376075871,218.93082927676608,1.0614161011614813,33.7976127187747,132.44422363540912,0.537703940326748,-1.3123358896909372,0.17232361687378228,-0.456491433212437,0.40570683798553486,0
15.842287593417698,24.993909299929598,-31.4765625,57.33333206176758,-0.83526611328125,-0.65966796875,48.0,0.6774852354252853,-1.4427556936429096,-9.482712618509929,16.9792472639137,-64.0,31.078125,-23.16666603088379,0.3671875,0.65240478515625,-1.5995729605247702,2.562338473454904,-45.895195956759984,64.91181045687459,-142.6666717529297,14.203125,-134.20833587646484,-0.65234375,0.31280517578125,-0.7080496727551585,-1.4914475962404292,52.60412586017104,69.32970752661464,0.4584812734725378,162.89148940904204,0.9979630965945991,4.930310749193001,148.31130799993213,0.7035460566493812,-1.4881500837372623,-0.8335019476891249,-0.9874666686617711,0.8585603846995588,0
7.158045645192714,31.9567559790194,-136.1640625,186.6015625,-4.4296875,-0.579345703125,26.0,0.6155900073777866,4.2738948489185145,-14.638178336181769,30.98871977911339,-132.703125,82.5546875,-44.83333206176758,-0.70947265625,0.59228515625,-0.17033326320676442,0.7656774185778779,-57.66843756225994,80.02587157685919,-191.5,57.53125,-155.6666717529297,-2.40625,0.57373046875,-0.6484200870356951,-1.404762896060218,76.0957919780336,78.65283303515264,0.6910683188609597,206.09718889284068,1.0499233728786013,41.6493819943083,168.29611276242605,0.4341169945600772,-1.5764095863015246,-0.08706817988889805,-0.3993165599854721,0.5795156348377902,0
