min_x_norm,skewness_x_norm,var_y_norm,max_y_norm,kurtosis_y_norm,mean_z_norm,median_z_norm,skewness_z_norm,mean_acc_magnitude_norm,min_acc_magnitude_norm,kurtosis_acc_magnitude_norm,skewness_acc_magnitude_norm,corr_xz,label,activity_type,file
-1.4816394408892215,-0.056618198111988795,1.1313976894498563,1.579712819698386,0.2308347291488939,0.6419575733192011,0.16855470655044558,0.8804666390482438,1.3729221119409984,0.2166314032680724,-1.2005397466973118,0.41770345468849057,-0.3156729564858658,0,ADL,UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv
-1.6427965583161153,-0.996933213618607,1.3752762856665555,2.1881855429169654,1.6457010185732095,0.3299430912793049,0.26157179353091864,-0.8644034643382863,1.4682512338701055,0.3933861625920705,-0.6494992391232071,0.5026742613031014,-0.4505038991782288,0,ADL,UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv
-1.6102932248940116,0.19441701536238276,0.7729266000897907,1.254352093989841,-0.9752311967642835,-0.3073251681813135,-0.12037508052502911,-0.7505803427334962,1.5532470671442682,0.3694929778048992,1.0367669764962688,0.6678038633954078,-0.19734687602503628,0,ADL,UMAFall_Subject_01_ADL_Aplausing_3_2017-04-14_23-39-35.csv
-2.0372986215466273,-0.9485573096663122,0.44038875823000667,1.5758820370499,3.737879904028671,0.21688131622804296,0.289658125115469,-0.6062202925012576,1.2491322788825872,0.5742222338521373,-0.7668081534477222,0.46782573449179643,-0.20140295418442358,0,ADL,UMAFall_Subject_01_ADL_HandsUp_1_2017-04-14_23-32-44.csv
-1.8511440844840685,-0.8892347925167106,0.9492939663645811,1.6844232290496215,-0.5001644841612127,-0.26599571407031625,-0.392134290166561,0.09026395019144325,1.5199796763485007,0.5718124603538121,-0.701873681635901,-0.566052966152514,-0.2618387505137742,0,ADL,UMAFall_Subject_01_ADL_HandsUp_2_2017-04-14_23-33-21.csv
-1.1342924737296418,1.7336069331240693,0.8767736492030429,1.4411561942162772,-0.1715949441436302,0.09051998083548418,0.29701268212620924,-0.5779480791289386,1.521289828382841,0.7857236943715029,3.6060906008145537,1.769498836286082,-0.2999622366927903,0,ADL,UMAFall_Subject_01_ADL_HandsUp_3_2017-04-14_23-33-59.csv
-0.5329562246563176,0.8352665875162896,0.7136354145274122,1.5795598305213592,-1.1281889178294744,0.25021824965742395,0.07032225307062136,1.1430706185928357,1.1262114729868855,0.32063824658105095,1.9488198601685411,1.2487104156983049,-0.5651581788462464,0,ADL,UMAFall_Subject_01_ADL_MakingACall_1_2017-04-14_23-30-27.csv
-2.0575987637326194,-0.06626436054728845,0.3839949013975563,1.3357328380754905,-0.5408629144827324,-0.3025414542963324,-0.13072511738889026,-0.25104642980385994,1.6450720278563378,0.19245860602015685,-0.4281505683869229,-0.6080903080453437,-0.2538939129452741,0,ADL,UMAFall_Subject_01_ADL_MakingACall_2_2017-04-14_23-31-05.csv
-1.260028948456971,0.36262092631732107,0.28437613757020325,0.9184869418494872,-0.704781312906825,0.28355069931012794,0.31253001648291745,-0.028806226157893758,1.0456544990382375,0.42678818161523807,-1.4236065879592243,-0.08624848485110546,-0.47673165750252205,0,ADL,UMAFall_Subject_01_ADL_MakingACall_3_2017-04-14_23-31-42.csv
-0.8668331702929752,0.8122432514844886,0.9052397687255113,1.6402850097152717,1.4095416680075985,0.18002727208446082,0.301933338602668,-0.5987764567466402,1.2700701716561238,0.37003437799953176,1.3929951352245107,0.9417417727659734,-0.19136807670277134,0,ADL,UMAFall_Subject_01_ADL_OpeningDoor_1_2017-04-14_23-35-12.csv
