mean_x_norm,var_x_norm,std_x_norm,median_x_norm,max_x_norm,min_x_norm,range_x_norm,kurtosis_x_norm,skewness_x_norm,mean_y_norm,var_y_norm,std_y_norm,median_y_norm,max_y_norm,min_y_norm,range_y_norm,kurtosis_y_norm,skewness_y_norm,mean_z_norm,var_z_norm,std_z_norm,median_z_norm,max_z_norm,min_z_norm,range_z_norm,kurtosis_z_norm,skewness_z_norm,mean_acc_magnitude_norm,var_acc_magnitude_norm,std_acc_magnitude_norm,max_acc_magnitude_norm,min_acc_magnitude_norm,range_acc_magnitude_norm,kurtosis_acc_magnitude_norm,skewness_acc_magnitude_norm,corr_xy,corr_xz,corr_yz,label,activity_type,file
-0.27492637997873065,0.44441119688562547,0.6666417305311942,-0.33521407661705305,0.7020390669060897,-1.4816394408892215,2.183678507795311,-0.6353458952279323,-0.056618198111988795,0.052960165029354585,1.1313976894498563,1.0636717959266648,0.012879888421393693,1.579712819698386,-2.0295008092199875,3.609213628918374,0.2308347291488939,-0.4478382293357352,0.6419575733192011,0.8714041649689775,0.9334903132700294,0.16855470655044558,2.2722526974376764,-0.22968742065252046,2.501940118090197,-1.060709050006599,0.8804666390482438,1.3729221119409984,0.9260316265482686,0.9623053707364772,3.0932679615702847,0.2166314032680724,2.8766365583022124,-1.2005397466973118,0.41770345468849057,-0.26528263928881224,-0.3156729564858658,-0.5891418102812547,0,ADL,UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv
0.002996511830432941,0.6792997652745739,0.8241964360967439,0.2017186117437203,0.935238425287284,-1.6427965583161153,2.5780349836033993,-0.07682145816820007,-0.996933213618607,0.06965940892125137,1.3752762856665555,1.1727217426425398,-0.047784799746558256,2.1881855429169654,-2.4038797949514747,4.592065337868441,1.6457010185732095,0.18187518683215326,0.3299430912793049,0.8207021221581935,0.9059261129684879,0.26157179353091864,1.505934697803755,-1.8549393649153822,3.3608740627191374,1.7492564162765039,-0.8644034643382863,1.4682512338701055,0.66307052399361,0.814291424487333,3.064591645268379,0.3933861625920705,2.6712054826763083,-0.6494992391232071,0.5026742613031014,-0.12308370550595135,-0.4505038991782288,0.5309251921684024,0,ADL,UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv
-0.18692442166969092,1.0690349036288873,1.0339414411023902,-0.03236007966721376,1.6233037452424157,-1.6102932248940116,3.2335969701364276,-0.9765110071342846,0.19441701536238276,0.0026942609527166993,0.7729266000897907,0.8791624423789899,0.02335465293838556,1.254352093989841,-1.5014502199447493,2.7558023139345904,-0.9752311967642835,-0.05428195203065571,-0.3073251681813135,1.2267222602434733,1.1075749456553599,-0.12037508052502911,1.258974045426624,-2.8528780217365033,4.111852067163127,1.2156253081480308,-0.7505803427334962,1.5532470671442682,0.5952390953148529,0.7715173979340018,3.3092760645601946,0.3694929778048992,2.9397830867552956,1.0367669764962688,0.6678038633954078,-0.5301276078943961,-0.19734687602503628,-0.2704348504641961,0,ADL,UMAFall_Subject_01_ADL_Aplausing_3_2017-04-14_23-39-35.csv
0.2093135865179997,0.8924631297408834,0.9447026673725883,0.21499506434288276,1.7557753546177837,-2.0372986215466273,3.793073976164411,2.3179761926053795,-0.9485573096663122,-0.14180622299918985,0.44038875823000667,0.6636179309135691,-0.2824907271023654,1.5758820370499,-1.0452684816087323,2.6211505186586326,3.737879904028671,1.6009371296933355,0.21688131622804296,0.5130909631764182,0.7163036808340567,0.289658125115469,1.387173088552795,-1.3020939418173296,2.6892670303701247,0.7325525138700533,-0.6062202925012576,1.2491322788825872,0.2648089284906471,0.5145958885287047,2.226783799860453,0.5742222338521373,1.6525615660083157,-0.7668081534477222,0.46782573449179643,-0.1913302357362571,-0.20140295418442358,-0.42866342027859905,0,ADL,UMAFall_Subject_01_ADL_HandsUp_1_2017-04-14_23-32-44.csv
0.23706256158691827,0.786387928374948,0.8867851647242121,0.18588565380521616,1.5614096468300158,-1.8511440844840685,3.4125537313140843,1.9598968650405384,-0.8892347925167106,-0.2633289147186166,0.9492939663645811,0.9743171795491349,-0.6490714647881002,1.6844232290496215,-1.1995862995565587,2.88400952860618,-0.5001644841612127,0.8849923447121816,-0.26599571407031625,0.823729454045287,0.9075954242090949,-0.392134290166561,1.1839349068784335,-1.7258000529932447,2.9097349598716784,-0.9621656176847839,0.09026395019144325,1.5199796763485007,0.25318183477498357,0.5031717746207388,2.112696227202358,0.5718124603538121,1.540883766848546,-0.701873681635901,-0.566052966152514,-0.5402434198080878,-0.2618387505137742,0.3570856051151661,0,ADL,UMAFall_Subject_01_ADL_HandsUp_2_2017-04-14_23-33-21.csv
0.14442926248441007,1.2419342617541551,1.1144210433019268,-0.0033627983234630586,3.0854153134377444,-1.1342924737296418,4.219707787167386,4.076172036332186,1.7336069331240693,-0.3674802881375261,0.8767736492030429,0.9363619221236215,-0.3731051441552214,1.4411561942162772,-1.7267006474880013,3.1678568417042783,-0.1715949441436302,0.35504671342245026,0.09051998083548418,0.8699204266691491,0.932695248550752,0.29701268212620924,1.5223853532899265,-1.7883346875933779,3.3107200408833046,0.013073210294409332,-0.5779480791289386,1.521289828382841,0.6429258274672106,0.8018265569730219,3.6010400936129856,0.7857236943715029,2.8153163992414827,3.6060906008145537,1.769498836286082,-0.5839397393707394,-0.2999622366927903,0.7435396093689728,0,ADL,UMAFall_Subject_01_ADL_HandsUp_3_2017-04-14_23-33-59.csv
0.06299421632104253,0.25921826915266144,0.5091348241405821,0.06346039339956319,1.1498467012508937,-0.5329562246563176,1.6828029259072115,0.38042258243140115,0.8352665875162896,0.23640899615840408,0.7136354145274122,0.8447694445985912,0.052152784919647276,1.5795598305213592,-0.8447713332396979,2.424331163761057,-1.1281889178294744,0.5733051524183869,0.25021824965742395,0.6820537122164891,0.8258654322687741,0.07032225307062136,2.0660698638336163,-0.7852298260306615,2.8512996898642777,1.0710732151769564,1.1430706185928357,1.1262114729868855,0.4048503508007744,0.6362785166896446,2.654749758044633,0.32063824658105095,2.334111511463582,1.9488198601685411,1.2487104156983049,-0.027408193604925843,-0.5651581788462464,0.15503961879239944,0,ADL,UMAFall_Subject_01_ADL_MakingACall_1_2017-04-14_23-30-27.csv
-0.5694012454579577,0.797999050405366,0.8933079258605994,-0.7801399310112227,0.7403792171324515,-2.0575987637326194,2.797977980865071,-1.0806134147271065,-0.06626436054728845,0.5865873693102186,0.3839949013975563,0.6196732214623739,0.7496180302271174,1.3357328380754905,-0.6337163676609175,1.969449205736408,-0.5408629144827324,-0.5589789428378644,-0.3025414542963324,1.5142781211157255,1.2305600843175946,-0.13072511738889026,1.3530615098118794,-2.248169068935414,3.601230578747294,-1.126520462973779,-0.25104642980385994,1.6450720278563378,0.5728959364412645,0.75689889446429,2.639677227545883,0.19245860602015685,2.447218621525726,-0.4281505683869229,-0.6080903080453437,-0.484449706575197,-0.2538939129452741,0.03674946384450282,0,ADL,UMAFall_Subject_01_ADL_MakingACall_2_2017-04-14_23-31-05.csv
-0.14640890417278304,0.456512544654751,0.6756571206275791,-0.16493175866667373,1.1472202807302496,-1.260028948456971,2.4072492291872205,0.14178805068173572,0.36262092631732107,0.10581163073512706,0.28437613757020325,0.5332692917937458,0.175702392174099,0.9184869418494872,-0.8642772341956262,1.7827641760451134,-0.704781312906825,-0.29986729938762263,0.28355069931012794,0.5174999096804185,0.7193746657204565,0.31253001648291745,1.468612087723002,-0.9973906784011273,2.466002766124129,-0.29793349641393885,-0.028806226157893758,1.0456544990382375,0.18890423133110837,0.4346311439958121,1.6779217851970698,0.42678818161523807,1.2511336035818317,-1.4236065879592243,-0.08624848485110546,-0.08369321397977078,-0.47673165750252205,0.042734490684326054,0,ADL,UMAFall_Subject_01_ADL_MakingACall_3_2017-04-14_23-31-42.csv
0.009758449055265838,0.5388165408278077,0.7340412391874231,-0.14713751725080573,1.3576011176531704,-0.8668331702929752,2.2244342879461456,-0.2567202307350356,0.8122432514844886,0.10527432797154902,0.9052397687255113,0.9514408908206076,-0.09307126280608233,1.6402850097152717,-2.0904975612618655,3.730782570977137,1.4095416680075985,-0.5733375866135041,0.18002727208446082,0.6827597109975669,0.8262927513887357,0.301933338602668,1.1608758543645836,-1.3163462046691148,2.477222059033698,-0.8733680861422428,-0.5987764567466402,1.2700701716561238,0.4265346338740496,0.6530961903686544,2.81887001808202,0.37003437799953176,2.448835640082488,1.3929951352245107,0.9417417727659734,-0.4422083579843927,-0.19136807670277134,-0.055604360196216576,0,ADL,UMAFall_Subject_01_ADL_OpeningDoor_1_2017-04-14_23-35-12.csv
