accel_time_list,accel_x_list,accel_y_list,accel_z_list
1.825,-8.2,-2.4,5.2
1.827,-8.4,-2.5,5.1
1.829,-8.1,-2.9,4.9
1.83,-8.1,-3.2,5.1
1.936,-8.2,-3.7,4.9
1.937,-7.7,-4.2,5.0
1.939,-7.2,-4.1,5.1
1.941,-7.0,-3.6,5.4
2.025,-6.8,-2.8,5.5
2.027,-6.3,-3.2,5.4
2.029,-5.9,-3.8,5.5
2.036,-6.0,-3.7,5.9
2.127,-6.0,-4.2,5.7
2.137,-5.1,-4.3,5.1
2.139,-3.3,-3.7,4.9
2.141,-2.3,-3.0,5.1
2.225,-4.4,-6.4,5.4
2.226,-4.1,-8.4,5.1
2.228,-3.7,-8.3,4.8
2.23,-4.1,-8.0,5.2
2.355,-5.2,-6.7,5.4
2.357,-5.7,-6.4,5.4
2.358,-6.0,-6.1,5.7
2.36,-5.8,-6.8,6.2
2.429,-5.2,-6.2,4.9
2.43,-4.8,-4.7,5.5
2.432,-4.5,-3.3,6.2
2.434,-4.4,-2.3,6.8
2.526,-5.3,-4.5,5.9
2.527,-5.9,-3.9,6.1
2.529,-7.0,-3.1,7.2
2.531,-10.6,-4.6,6.8
2.625,-16.3,0.6,5.1
2.627,-37.6,7.0,11.1
2.628,-37.7,-11.2,-12.5
2.638,1.5,-39.2,15.8
2.725,13.5,12.8,3.3
2.727,38.5,31.1,0.6
2.728,38.5,4.7,-16.8
2.73,-1.2,-13.3,-32.5
2.826,13.6,-1.3,38.6
2.827,-10.8,-16.0,37.7
2.829,-7.3,-15.8,23.4
2.831,-2.4,-6.8,11.3
2.925,-0.0,7.4,-3.9
2.927,-0.7,3.2,-2.2
2.928,-1.0,-1.6,2.6
2.93,1.2,-13.1,3.3
3.024,-1.7,-15.7,2.1
3.026,-2.8,-3.0,2.7
3.036,-2.4,1.2,5.9
3.13,-4.7,4.3,6.5
3.133,-7.1,-4.0,5.1
3.135,-5.7,-6.3,10.0
3.136,-0.1,-7.0,11.3
3.223,-1.6,-11.5,5.7
3.26,7.8,-5.2,-0.4
3.262,13.4,-2.2,8.7
3.263,1.5,1.8,15.6
3.323,-6.1,3.4,27.6
3.327,-1.4,-5.2,11.3
3.328,-1.4,-2.5,1.7
3.33,-0.8,-1.2,-1.0
3.423,-0.3,-2.2,4.3
3.427,-6.3,-9.8,7.4
3.437,-6.6,-7.6,6.5
3.438,-5.6,-2.3,6.1
3.523,-5.4,-1.0,5.8
3.53,-1.3,-4.9,5.9
3.532,0.8,-6.6,6.7
3.533,1.5,-7.2,6.8
3.623,1.7,-5.5,7.9
3.626,-0.1,3.5,15.0
3.628,-3.2,0.8,16.7
3.633,-3.9,-3.4,15.7
3.748,-2.6,-3.9,11.2
3.752,-0.7,-2.4,4.9
3.753,-1.6,-4.0,5.8
3.755,-2.6,-5.8,7.4
3.825,-3.1,-6.5,8.2
3.836,-2.4,-3.1,7.2
3.837,-1.6,-2.3,7.6
3.839,-0.9,-3.6,8.3
3.841,-0.7,-4.8,8.2
3.923,-0.2,-3.2,8.4
3.924,-0.2,-1.8,10.0
3.926,-1.6,-2.3,11.9
4.023,-3.2,-3.8,12.8
4.026,-2.6,-3.2,9.5
4.028,-2.0,-2.6,7.8
4.03,-1.7,-3.0,7.3
4.124,-1.8,-3.7,7.7
4.127,-2.1,-4.4,8.0
4.129,-1.8,-4.0,8.0
4.137,-1.5,-3.5,8.1
4.25,-1.4,-3.6,8.6
4.265,-1.3,-3.3,8.9
4.267,-1.4,-3.0,9.4
4.268,-1.6,-3.1,10.0
4.323,-2.0,-3.2,10.4
4.326,-2.0,-3.3,9.6
4.328,-1.7,-3.1,8.9
4.33,-1.7,-3.2,8.5
4.423,-1.8,-3.6,8.4
4.426,-1.8,-3.9,8.4
4.428,-1.7,-3.7,8.4
4.43,-1.6,-3.6,8.5
4.523,-1.6,-3.7,8.6
4.526,-1.6,-3.4,9.1
4.528,-1.7,-3.3,9.4
4.53,-1.7,-3.3,9.5
4.622,-1.7,-3.3,9.6
4.626,-1.7,-3.3,9.2
4.627,-1.7,-3.3,8.9
4.722,-1.7,-3.5,8.7
4.724,-1.7,-3.6,8.7
4.731,-1.7,-3.6,8.6
4.732,-1.7,-3.6,8.6
