accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.625,-9.7,0.1,-1.1
3.63,-9.4,-0.2,-0.8
3.632,-8.8,-0.5,-0.4
3.633,-8.4,-0.6,-0.3
3.725,-12.3,-1.0,-1.5
3.727,-6.9,-1.9,2.1
3.729,-3.7,-1.8,3.5
3.73,-3.3,-0.7,3.3
3.841,-6.2,1.1,1.2
3.844,-8.6,1.4,0.7
3.846,-9.6,0.9,1.3
3.848,-10.1,-0.2,1.5
3.925,-12.1,-1.0,2.5
3.926,-12.1,-1.5,2.1
3.928,-11.4,-1.4,3.2
3.939,-10.3,-2.1,2.0
4.025,-9.0,-2.0,4.0
4.026,-9.8,-1.0,3.3
4.033,-10.4,0.4,2.2
4.034,-10.2,1.5,2.1
4.104,-9.8,4.1,4.3
4.109,-9.1,2.5,5.9
4.11,-8.5,0.8,6.6
4.112,-8.4,-0.5,6.0
4.198,-8.6,-3.2,7.6
4.199,-7.8,-6.4,7.0
4.33,-6.1,-12.3,4.3
4.333,-4.8,-19.8,5.8
4.337,-5.0,-19.6,4.7
4.339,-9.3,-13.2,8.1
4.424,-10.2,-10.8,9.1
4.426,-9.4,-9.1,5.9
4.429,-7.8,-8.4,4.7
4.431,-8.4,-5.9,2.5
4.433,-8.0,-0.7,2.3
4.498,-6.5,5.0,-0.3
4.502,-16.1,9.8,-0.0
4.503,-13.7,1.1,0.7
4.507,-11.5,-3.4,-11.0
4.622,-27.7,2.8,-14.8
4.626,-38.8,-11.1,-10.4
4.627,-38.6,34.7,39.2
4.724,-31.0,10.2,-8.1
4.726,-5.3,8.5,-13.2
4.733,23.0,-29.7,33.4
4.734,38.3,-3.5,17.1
4.736,24.5,13.3,-6.9
4.823,38.2,16.0,-39.0
4.833,-9.8,5.4,39.2
4.834,-9.1,-3.8,39.0
4.84,-5.6,-4.3,30.5
4.923,-4.2,-1.7,22.1
4.926,-3.6,0.3,2.2
4.928,-2.4,0.9,-3.2
4.939,-1.4,1.1,-1.7
5.023,-0.2,-0.1,0.7
5.027,-4.5,-8.9,8.2
5.029,-7.2,-11.4,7.9
5.031,-4.8,-5.4,6.0
5.123,-4.2,-0.7,3.8
5.126,-7.3,2.6,4.4
5.128,-8.7,-10.2,0.7
5.129,-4.5,-11.3,0.0
5.222,2.3,-1.1,0.8
5.225,1.3,-8.8,11.3
5.228,-1.6,-7.9,16.4
5.23,-1.5,-9.8,20.9
5.323,-2.1,-11.4,18.0
5.326,-2.1,-5.8,8.5
5.338,-2.3,-4.0,4.8
5.339,-1.8,-2.8,2.5
5.423,-1.3,-2.8,2.2
5.429,-2.8,-7.7,3.9
5.431,-3.3,-7.2,6.0
5.433,-2.6,-5.2,6.2
5.523,-1.4,-5.2,6.0
5.526,-0.3,-4.5,6.3
5.527,1.0,-5.5,6.3
5.529,0.9,-6.9,6.5
5.628,-0.2,-7.6,7.7
5.631,-1.5,-7.5,12.3
5.633,-1.7,-8.0,12.3
5.634,-1.6,-8.4,10.8
5.723,-1.6,-7.2,8.4
5.743,-1.9,-5.6,5.3
5.745,-2.2,-5.5,4.6
5.746,-2.2,-5.4,4.7
5.823,-2.4,-5.2,5.4
5.833,-1.9,-5.8,5.8
5.834,-1.4,-6.2,6.4
5.836,-1.0,-6.8,7.0
5.923,-1.0,-7.2,7.8
5.929,-1.4,-7.0,9.3
5.931,-1.7,-6.8,9.6
5.932,-1.6,-6.6,9.3
6.022,-1.4,-6.4,8.6
6.025,-1.1,-6.1,7.0
6.027,-1.1,-6.0,6.4
6.123,-1.3,-6.0,6.1
6.124,-1.5,-6.0,6.1
6.137,-1.7,-6.1,6.3
6.139,-1.7,-6.1,6.5
6.222,-1.6,-6.3,6.9
6.224,-1.6,-6.7,7.4
6.227,-1.5,-6.9,8.0
6.229,-1.5,-6.9,8.3
6.322,-1.5,-6.7,8.3
6.324,-1.5,-6.5,8.2
6.327,-1.2,-6.4,7.5
6.329,-1.2,-6.3,7.1
6.422,-1.3,-6.3,6.9
6.424,-1.3,-6.2,6.7
6.429,-1.4,-6.2,6.5
6.431,-1.4,-6.2,6.8
6.522,-1.5,-6.5,7.0
6.532,-1.5,-6.5,7.2
6.543,-1.5,-6.8,7.8
6.548,-1.4,-6.8,7.8
