accel_time_list,accel_x_list,accel_y_list,accel_z_list
5.702,-8.9,-2.0,-0.9
5.713,-8.5,-2.4,-1.0
5.715,-8.9,-2.8,-0.9
5.794,-10.0,-2.9,-1.1
5.796,-11.0,-2.9,-1.5
5.803,-12.1,-2.7,-1.8
5.804,-12.6,-2.9,-1.7
5.897,-12.7,-2.8,-1.5
5.898,-12.2,-2.3,-1.5
5.902,-10.2,-2.7,0.3
5.903,-8.1,-3.3,1.6
5.995,-6.0,-3.0,1.9
5.996,-5.3,-2.5,1.6
6.0,-9.0,-2.2,0.5
6.001,-8.9,-1.9,1.1
6.07,-7.7,-1.9,2.5
6.077,-7.5,-1.2,2.5
6.095,-7.0,-0.6,2.0
6.172,-7.0,-0.9,2.2
6.174,-8.0,-2.3,1.6
6.18,-9.4,-2.9,0.3
6.269,-8.3,-3.4,2.6
6.275,-7.9,-4.1,3.1
6.276,-6.8,-4.4,2.5
6.278,-7.3,-5.6,2.6
6.394,-9.9,-9.4,1.4
6.396,-7.2,-10.4,1.6
6.397,-3.8,-12.7,0.9
6.399,2.5,-15.1,5.4
6.495,15.1,-15.6,-4.5
6.497,16.9,-14.6,-3.3
6.499,15.1,-14.1,-2.0
6.509,13.6,-15.1,-3.9
6.512,4.7,-10.4,-2.3
6.594,3.0,-4.8,0.8
6.596,-0.0,2.0,5.8
6.606,-8.7,8.0,4.7
6.609,-4.6,3.5,10.8
6.695,-25.3,8.2,9.9
6.696,-30.5,10.2,0.2
6.703,-21.6,8.6,-11.3
6.706,-35.4,7.0,14.5
6.798,-38.5,32.4,-3.4
6.801,-38.4,-2.4,20.0
6.802,-15.5,-6.8,20.6
6.806,-26.0,-3.9,21.7
6.878,-9.4,-4.5,2.5
6.891,12.8,-8.4,-13.9
6.894,3.4,-11.5,2.6
6.897,-8.3,6.9,4.6
6.968,-10.8,-4.5,5.5
6.969,-10.6,-5.8,6.0
6.971,-5.2,1.2,5.6
7.122,-5.8,-5.6,4.4
7.124,-7.2,0.5,4.0
7.125,-8.6,0.7,9.4
7.127,-12.4,-6.3,2.7
7.201,-10.6,1.6,6.1
7.203,-15.5,3.4,5.3
7.205,-15.2,7.4,1.7
7.206,-10.7,14.0,0.3
7.21,-3.8,12.3,4.8
7.298,-2.2,5.5,6.9
7.303,-2.0,4.2,5.7
7.309,-2.9,-1.2,3.8
7.313,-2.3,2.8,2.5
7.394,-4.8,4.7,3.2
7.396,-6.5,3.5,4.2
7.398,-5.2,4.8,2.8
7.403,-5.1,11.6,-1.7
7.477,-2.8,8.8,-3.4
7.478,-1.9,4.8,-2.7
7.48,-0.4,4.4,-3.7
7.487,0.6,1.0,-7.0
7.567,-15.2,15.4,-14.3
7.569,1.9,0.6,-12.3
7.57,3.1,6.4,-14.6
7.703,-2.3,3.8,-17.1
7.706,-1.5,3.9,-16.0
7.708,1.3,3.0,-10.1
7.711,3.9,0.7,-6.1
7.771,3.1,-0.3,-7.0
7.772,0.2,-0.7,-6.8
7.774,-3.3,-0.5,-9.3
7.775,0.5,-2.8,-10.0
7.874,0.0,-0.3,-12.2
7.876,-3.6,-1.1,-10.4
7.877,-4.9,-0.3,-10.2
7.879,-3.7,2.5,-6.6
7.995,-4.3,5.3,-7.4
7.997,-0.2,3.9,-10.1
7.999,-0.6,4.5,-10.0
8.0,-0.0,5.6,-8.8
8.097,1.2,6.2,-7.4
8.099,1.4,6.0,-7.3
8.101,1.4,5.8,-7.8
8.102,1.9,6.2,-8.0
8.196,0.6,5.5,-8.5
8.199,0.4,4.9,-9.0
8.201,1.1,5.0,-9.5
8.203,0.2,4.2,-8.9
8.302,0.4,3.9,-9.0
8.305,0.4,3.9,-9.1
8.307,0.4,3.8,-9.2
8.309,0.5,3.8,-9.2
8.394,0.5,4.0,-8.9
8.396,0.6,4.0,-8.8
8.398,0.7,4.0,-8.8
8.409,0.6,4.2,-8.9
8.499,0.7,4.6,-9.0
8.501,0.6,4.5,-8.8
8.502,0.5,4.3,-8.7
8.504,0.5,4.2,-8.7
8.593,0.5,4.0,-9.0
8.595,0.6,3.9,-9.0
8.596,0.6,3.9,-9.0
8.603,0.7,3.9,-8.9
8.694,0.7,4.1,-8.9
8.695,0.7,4.2,-9.1
8.697,0.6,4.4,-9.1
8.698,0.6,4.4,-8.8
8.794,0.5,4.5,-8.6
8.796,0.5,4.5,-8.7
