accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.201,-4.6,-6.8,5.4
3.209,-4.5,-6.8,5.4
3.211,-4.4,-6.7,5.4
3.213,-4.4,-6.8,5.4
3.301,-4.5,-6.9,5.3
3.304,-4.5,-6.9,5.2
3.306,-4.4,-7.0,5.1
3.307,-4.5,-7.0,5.1
3.401,-4.4,-6.9,5.1
3.404,-4.4,-7.1,5.0
3.414,-4.4,-7.1,4.8
3.416,-4.6,-7.2,4.8
3.501,-4.5,-7.2,4.8
3.508,-4.5,-7.5,4.4
3.509,-4.5,-7.6,4.3
3.511,-4.6,-7.7,4.2
3.601,-4.5,-7.6,4.2
3.604,-4.4,-7.7,4.2
3.606,-4.4,-7.7,4.2
3.611,-4.3,-7.8,4.2
3.703,-4.3,-7.7,4.0
3.707,-4.1,-7.8,3.9
3.708,-3.9,-7.7,3.9
3.71,-3.9,-7.8,3.9
3.801,-3.8,-7.8,4.0
3.812,-3.7,-8.0,4.2
3.814,-3.7,-7.9,4.3
3.815,-3.6,-7.6,4.3
3.9,-3.6,-7.4,4.3
3.903,-3.5,-7.5,4.1
3.912,-3.4,-7.5,4.0
3.913,-3.4,-7.4,3.9
4.001,-3.3,-7.3,3.8
4.004,-3.2,-6.9,3.7
4.006,-3.0,-6.7,3.6
4.007,-3.0,-6.4,3.4
4.101,-2.9,-6.1,3.3
4.104,-2.7,-5.4,3.1
4.106,-2.3,-4.9,3.1
4.107,-1.8,-4.3,2.8
4.202,0.2,-4.1,2.5
4.221,0.6,3.8,0.5
4.223,-0.0,5.2,1.6
4.224,-1.6,2.7,1.0
4.301,-3.1,-0.2,2.3
4.304,-3.8,1.3,3.5
4.306,-12.0,-14.1,19.6
4.307,-11.5,-26.5,-28.5
4.4,-38.8,20.8,-39.1
4.408,-31.0,-0.3,-22.3
4.41,-15.3,-6.1,-5.9
4.412,-2.8,-1.0,2.8
4.5,-2.5,4.7,-0.4
4.504,11.8,-13.2,-1.2
4.505,5.1,-6.3,-1.4
4.507,-7.5,-1.5,-8.2
4.6,-11.0,3.4,-4.3
4.605,-13.4,-2.5,-8.9
4.607,1.9,20.6,-35.4
4.7,-6.5,-1.7,-2.8
4.702,-12.8,2.8,-9.9
4.709,-0.3,4.0,-17.0
4.71,3.1,5.5,-15.6
4.8,2.6,4.8,-11.7
4.802,2.9,5.3,-9.6
4.805,0.5,5.4,-4.1
4.807,0.6,5.5,-3.6
4.907,0.4,6.6,-4.7
4.91,-4.2,5.8,-4.1
4.914,-5.1,8.1,-4.6
4.915,-5.1,5.5,-4.7
5.005,-3.1,2.1,-3.5
5.006,-3.0,3.4,-6.8
5.01,-2.6,2.9,-9.7
5.011,-3.4,2.5,-8.9
5.1,-4.2,3.0,-8.1
5.102,-3.9,3.1,-8.3
5.11,-3.7,3.2,-11.2
5.111,-3.5,3.3,-12.2
5.201,-3.2,2.7,-12.2
5.203,-3.1,1.7,-11.3
5.212,-2.5,0.0,-9.5
5.214,-2.4,-0.0,-9.0
5.3,-2.3,-0.3,-8.5
5.302,-1.9,-0.6,-8.1
5.305,-1.4,-1.4,-8.3
5.32,-1.4,-1.8,-8.6
5.4,-1.8,-1.7,-8.6
5.402,-2.3,-1.4,-9.3
5.405,-2.6,-1.1,-10.8
5.41,-2.6,-1.1,-11.0
5.5,-2.6,-1.0,-10.9
5.508,-2.5,-0.8,-10.6
5.511,-2.2,-0.4,-9.3
5.513,-2.1,-0.3,-8.9
5.605,-2.1,-0.3,-8.8
5.607,-2.1,-0.4,-8.9
5.611,-2.2,-0.4,-9.3
5.612,-2.3,-0.4,-9.4
5.7,-2.3,-0.3,-9.6
5.702,-2.3,-0.3,-9.6
5.713,-2.3,-0.5,-9.8
5.715,-2.3,-0.6,-9.7
5.806,-2.2,-0.7,-9.6
5.807,-2.2,-0.8,-9.7
5.811,-2.1,-0.8,-9.8
5.812,-2.1,-0.9,-9.9
5.901,-2.2,-0.9,-9.8
5.903,-2.1,-0.9,-9.7
5.909,-2.2,-0.8,-9.4
5.911,-2.1,-0.7,-9.4
6.0,-2.1,-0.7,-9.4
6.003,-2.1,-0.7,-9.4
6.006,-2.1,-0.7,-9.4
6.008,-2.2,-0.6,-9.6
6.125,-2.2,-0.6,-9.7
6.127,-2.2,-0.6,-9.8
6.138,-2.3,-0.6,-9.7
6.14,-2.2,-0.6,-9.7
