accel_time_list,accel_x_list,accel_y_list,accel_z_list
6.83,-8.1,-1.3,0.4
6.831,-7.9,-1.4,0.3
6.833,-7.9,-1.3,0.6
6.836,-8.5,-1.5,1.0
6.841,-8.4,-1.7,1.2
6.929,-8.7,-1.6,1.3
6.93,-9.5,-1.5,1.0
6.934,-13.2,-1.3,1.3
6.935,-12.4,-0.9,3.2
7.021,-9.7,-0.5,5.2
7.023,-6.8,-0.0,5.3
7.026,-9.0,0.8,4.4
7.124,-10.5,-0.1,4.3
7.126,-8.9,-0.6,5.3
7.128,-7.7,-2.6,6.2
7.133,-9.0,-4.2,8.5
7.139,-9.8,-5.4,6.9
7.224,-8.4,-5.8,7.9
7.226,-8.2,-5.1,9.0
7.235,-8.8,-5.0,7.6
7.245,-8.7,-5.4,7.4
7.322,-9.4,-5.2,6.8
7.324,-9.8,-4.7,5.8
7.327,-9.8,-4.4,5.1
7.332,-10.6,-4.1,4.2
7.423,-11.3,-3.5,3.4
7.426,-11.7,-3.2,1.8
7.431,-8.4,-1.8,2.0
7.433,-6.2,-2.4,3.4
7.523,-6.8,-1.4,5.0
7.525,-7.8,-1.9,3.0
7.528,-1.9,-3.7,4.7
7.53,-3.3,-3.6,7.7
7.598,-6.8,-3.3,7.4
7.6,-9.4,-3.9,6.9
7.615,-6.5,-3.1,8.1
7.622,-5.3,-3.6,9.5
7.721,-4.3,-3.6,9.2
7.726,-3.6,-4.5,7.9
7.826,-2.5,-3.6,4.7
7.828,-3.9,-3.2,3.7
7.829,-3.6,-0.1,1.3
7.837,0.7,5.3,-7.5
7.842,17.0,13.8,-14.7
7.844,0.2,7.8,-9.4
7.923,-7.0,6.6,-19.8
7.925,-5.2,-4.4,3.1
7.928,-4.9,-0.8,12.5
7.93,-6.8,9.0,23.1
8.027,-5.1,2.8,19.4
8.028,-12.3,-1.4,16.6
8.045,-0.1,-9.5,-21.0
8.048,-12.3,-0.4,-32.1
8.122,-38.8,34.4,-6.5
8.124,-38.7,-26.5,21.5
8.127,-38.8,-11.0,39.2
8.207,28.0,24.7,-13.1
8.212,34.9,31.5,-27.8
8.214,24.1,17.3,-15.7
8.221,-14.6,-17.9,9.3
8.322,1.5,-39.2,11.9
8.323,-12.9,-37.2,-1.7
8.325,9.0,-9.5,-4.4
8.399,11.8,-1.2,-6.5
8.401,10.3,-15.3,-4.6
8.402,0.4,-14.4,4.1
8.414,-8.6,-8.7,3.9
8.418,0.8,-3.7,9.2
8.496,-6.5,-3.3,9.4
8.501,1.9,-3.6,5.5
8.503,-1.2,-4.6,-1.5
8.622,-1.7,-0.8,3.2
8.624,-0.1,-3.1,14.3
8.625,0.8,0.7,21.0
8.627,-2.2,2.0,23.0
8.725,-1.8,-5.5,2.8
8.727,-1.1,-3.0,2.1
8.729,-2.7,-3.7,6.7
8.73,-2.8,-5.7,8.3
8.734,-1.6,-3.3,6.2
8.798,1.0,-3.0,10.2
8.809,-0.7,-2.6,12.2
8.81,-0.6,-5.0,10.3
8.814,1.4,-3.8,6.1
8.921,0.7,-4.8,7.1
8.923,-0.4,-2.0,8.5
8.928,-2.6,-5.9,8.8
9.024,-0.5,-5.2,8.4
9.026,-1.9,-4.3,7.1
9.027,1.6,-3.6,10.6
9.029,-1.1,-2.7,10.4
9.032,-1.7,-4.5,7.2
9.123,-1.1,-5.1,6.8
9.125,0.1,-4.6,8.4
9.126,-1.5,-3.9,9.0
9.13,-1.3,-5.6,8.3
9.223,-0.8,-6.8,6.8
9.229,0.0,-6.3,7.7
9.231,-0.7,-5.1,8.6
9.234,-1.2,-5.2,8.5
9.323,-1.5,-5.8,8.4
9.325,-0.9,-4.9,7.9
9.33,-0.9,-5.3,7.6
9.333,-1.0,-5.0,7.8
9.432,-0.7,-5.0,7.9
9.434,-1.1,-4.9,8.1
9.435,-0.7,-5.1,8.2
9.446,-0.8,-5.5,7.7
9.498,-0.9,-5.5,7.7
9.5,-0.5,-4.7,8.5
9.501,-0.7,-4.6,8.8
9.519,-0.9,-5.5,8.4
9.62,-1.0,-5.5,8.0
9.622,-1.0,-5.3,8.3
9.624,-1.1,-5.0,8.1
9.7,-1.3,-5.2,7.7
9.702,-1.2,-5.3,7.4
9.704,-1.0,-5.2,7.6
9.705,-0.9,-5.1,7.9
