accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.024,-6.1,-2.9,6.9
4.028,-6.3,-3.2,7.1
4.029,-6.3,-3.1,7.0
4.031,-6.3,-3.1,6.8
4.124,-6.2,-3.1,6.7
4.128,-6.1,-2.9,6.6
4.129,-6.2,-3.1,6.6
4.131,-6.3,-3.3,6.6
4.224,-6.5,-3.4,6.7
4.235,-6.6,-3.4,6.7
4.249,-6.6,-3.3,6.5
4.25,-6.5,-3.4,6.5
4.325,-6.5,-3.5,6.6
4.329,-6.3,-3.5,6.3
4.33,-6.3,-3.4,6.4
4.332,-6.2,-3.5,6.5
4.426,-6.3,-3.6,6.4
4.429,-6.4,-3.9,6.2
4.431,-6.4,-3.9,6.1
4.437,-6.3,-4.0,6.0
4.524,-6.2,-3.9,5.9
4.527,-6.3,-4.5,5.9
4.529,-6.4,-4.5,6.0
4.531,-6.3,-4.3,6.1
4.623,-6.2,-4.1,6.1
4.627,-5.9,-4.1,6.0
4.628,-6.1,-4.5,6.0
4.724,-6.3,-5.3,5.9
4.726,-6.2,-4.5,6.0
4.732,-6.1,-4.7,6.0
4.734,-6.1,-4.5,5.8
4.824,-5.8,-3.7,5.6
4.826,-5.7,-3.9,5.1
4.829,-6.0,-4.0,5.3
4.831,-5.7,-4.0,5.5
4.924,-6.1,-4.4,5.4
4.926,-5.7,-4.2,5.6
4.929,-5.6,-3.8,5.4
4.937,-5.5,-4.5,5.3
5.024,-5.5,-4.7,5.0
5.026,-5.4,-4.5,5.0
5.033,-5.6,-3.8,5.4
5.034,-5.9,-4.0,5.6
5.124,-5.4,-4.1,5.1
5.126,-5.5,-4.4,4.9
5.129,-6.0,-5.3,5.8
5.135,-6.3,-5.6,4.8
5.224,-5.9,-5.5,2.9
5.226,-6.2,-3.9,2.4
5.235,-5.5,-1.6,2.9
5.237,-3.7,1.3,3.0
5.323,-4.3,0.3,0.2
5.325,-7.4,1.3,0.2
5.328,-13.3,6.7,-0.9
5.343,-13.6,3.5,-1.2
5.425,-19.1,3.0,-1.7
5.426,-18.7,12.8,-3.1
5.43,-16.1,-14.2,-0.4
5.431,-5.7,4.4,10.5
5.524,-5.1,0.3,4.5
5.526,-6.3,8.7,6.6
5.529,-6.7,6.7,12.6
5.536,-3.4,20.0,25.1
5.624,-2.2,16.1,18.9
5.626,-7.6,8.0,8.1
5.638,-5.6,-1.7,-0.9
5.639,3.7,1.4,1.2
5.726,2.9,5.9,3.6
5.728,-1.4,3.1,2.7
5.739,1.3,1.3,3.6
5.741,0.3,4.3,4.2
5.824,-1.4,4.9,4.4
5.829,-3.0,3.9,3.5
5.832,-4.8,4.4,4.2
5.834,-5.5,5.1,5.1
5.924,-4.5,8.5,8.4
5.925,-3.1,9.5,12.4
5.932,-2.7,6.7,17.2
5.934,-2.9,3.2,18.1
6.024,-1.7,-0.8,15.8
6.025,-2.6,-1.9,11.3
6.029,-4.4,-0.8,7.4
6.03,-4.3,-0.0,6.9
6.124,-4.1,0.6,5.9
6.125,-4.7,1.3,4.9
6.137,-4.8,-3.8,3.5
6.138,-5.1,-4.1,4.4
6.223,-5.9,-1.5,5.8
6.231,-6.0,-0.1,7.1
6.235,-7.5,-0.4,6.5
6.324,-9.0,0.4,5.8
6.325,-11.3,0.3,6.0
6.327,-11.3,-0.7,6.8
6.334,-10.5,-2.6,5.4
6.424,-9.7,-3.3,4.6
6.425,-9.3,-3.0,4.2
6.427,-8.6,-1.8,4.7
6.434,-7.9,-0.9,5.6
6.524,-7.7,-0.7,5.6
6.525,-7.7,-0.9,5.3
6.535,-7.6,-1.3,5.4
6.538,-7.8,-1.6,4.9
6.628,-7.9,-1.3,4.9
6.631,-8.1,-1.3,5.0
6.633,-8.3,-1.4,5.3
6.637,-8.3,-1.7,5.9
6.724,-8.1,-1.8,6.0
6.725,-8.0,-1.9,6.0
6.727,-7.9,-1.9,6.1
6.73,-7.6,-2.0,6.4
6.824,-7.5,-2.1,6.5
6.825,-7.4,-2.2,6.5
6.827,-7.4,-2.1,6.4
6.835,-7.2,-1.4,6.2
6.928,-7.0,-1.2,6.2
6.938,-6.9,-1.3,6.3
6.939,-6.8,-1.4,6.3
6.943,-6.8,-1.1,6.3
