accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.001,-7.7,-2.0,6.1
4.002,-7.6,-2.0,5.8
4.092,-7.4,-1.9,5.8
4.096,-7.7,-2.5,5.4
4.097,-7.9,-2.7,5.3
4.099,-8.1,-2.4,5.4
4.192,-7.8,-2.5,5.1
4.205,-8.2,-2.6,4.7
4.207,-8.1,-2.8,4.7
4.293,-8.2,-2.2,4.4
4.295,-8.1,-1.5,4.7
4.298,-8.7,-1.7,6.1
4.3,-8.8,-2.1,5.4
4.419,-8.1,-2.3,4.6
4.421,-8.2,-3.0,3.9
4.424,-8.5,-2.3,4.8
4.426,-8.8,-2.1,4.7
4.519,-8.5,-2.0,4.6
4.521,-8.2,-2.5,4.4
4.528,-9.6,-2.9,4.9
4.53,-9.4,-2.2,5.0
4.533,-9.5,-2.3,4.1
4.544,-8.5,-2.8,5.0
4.619,-13.3,-3.3,7.0
4.621,-14.3,-2.6,6.0
4.633,-11.8,-0.4,5.5
4.635,-7.7,2.4,4.8
4.718,-7.3,3.3,5.2
4.724,-6.9,-3.3,3.9
4.727,-3.7,-3.9,5.2
4.817,-0.4,-1.0,6.0
4.82,-3.6,-2.8,6.2
4.822,-0.4,-5.4,7.0
4.824,0.1,-4.1,9.3
4.895,1.4,-2.3,10.3
4.9,2.0,-0.1,12.0
4.902,4.5,1.2,14.9
4.912,8.1,0.0,14.9
5.016,8.1,-3.3,14.0
5.019,-2.5,-1.8,9.4
5.021,-3.4,-2.1,6.5
5.118,-4.6,-5.9,6.7
5.12,-8.8,-5.5,9.7
5.123,-15.9,-5.1,8.0
5.129,-9.4,-5.3,3.7
5.13,-3.5,-4.6,3.8
5.22,2.0,-6.5,4.5
5.223,0.6,-4.5,9.8
5.225,3.7,-2.9,11.4
5.226,10.0,-3.6,7.7
5.323,12.1,-5.1,0.2
5.327,11.7,-4.0,-7.8
5.341,6.3,5.5,2.2
5.343,-0.6,6.0,-3.9
5.417,-3.5,-4.6,-15.7
5.421,-38.8,-39.2,12.3
5.426,-20.0,37.1,39.2
5.427,-38.8,35.8,38.7
5.491,14.8,-7.7,34.2
5.496,-2.2,8.4,-31.4
5.498,17.9,6.9,-12.5
5.499,12.6,-5.2,6.1
5.597,5.2,-35.8,12.7
5.607,-8.5,-8.0,8.3
5.612,3.3,14.3,-4.1
5.694,3.1,8.5,0.1
5.697,-2.3,-3.2,15.1
5.714,-1.7,-1.0,15.3
5.716,-0.5,-2.6,8.2
5.795,0.3,0.3,3.3
5.797,-2.2,-1.6,3.4
5.8,-2.7,-18.2,1.0
5.802,-2.4,-15.9,1.6
5.891,-2.5,-10.4,3.1
5.894,-0.2,-4.2,7.6
5.897,-1.3,4.9,15.0
6.021,0.5,3.8,14.4
6.023,0.9,-1.1,12.4
6.024,-0.4,-2.6,8.4
6.027,-0.9,-6.1,6.3
6.118,-1.9,-7.3,6.9
6.12,-1.8,-6.8,7.3
6.129,-1.0,-3.9,8.0
6.141,-0.2,-2.4,8.6
6.143,0.4,-3.1,9.3
6.145,0.6,-3.6,9.8
6.217,0.6,-4.0,10.1
6.22,0.1,-4.5,9.8
6.222,-0.6,-4.3,9.0
6.223,-0.9,-4.2,8.6
6.291,-1.1,-4.4,8.5
6.294,-1.2,-4.8,8.3
6.296,-1.1,-4.4,8.3
6.415,-1.0,-4.1,8.5
6.417,-0.7,-3.7,8.7
6.424,-0.5,-3.9,8.8
6.493,-0.5,-3.8,8.9
6.494,-0.5,-3.9,9.1
6.504,-0.7,-3.9,9.2
6.509,-0.6,-4.1,9.2
6.511,-0.5,-4.3,9.1
6.594,-0.4,-4.3,9.0
6.595,-0.3,-4.3,8.8
6.599,-0.4,-4.2,8.6
6.691,-0.5,-4.2,8.6
6.694,-0.5,-4.2,8.7
6.697,-0.5,-4.1,8.8
6.704,-0.6,-4.0,8.8
6.791,-0.6,-4.1,8.8
6.793,-0.7,-4.1,8.8
6.794,-0.8,-4.0,8.9
6.798,-0.7,-3.9,9.0
6.895,-0.6,-4.1,9.0
6.905,-0.6,-4.2,9.0
6.907,-0.6,-4.4,8.9
6.91,-0.5,-4.1,8.8
6.991,-0.5,-4.1,8.8
6.996,-0.5,-4.2,8.8
6.998,-0.5,-4.2,8.8
