accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.8,-9.8,-0.2,1.4
3.816,-9.6,-0.2,1.5
3.819,-9.5,-0.1,1.7
3.899,-9.4,-0.2,1.7
3.9,-9.4,-0.2,1.8
3.904,-9.4,-0.2,1.7
3.905,-9.3,-0.2,1.8
3.974,-9.3,-0.2,1.9
3.975,-9.4,-0.1,1.7
3.982,-9.2,0.1,1.8
3.983,-9.3,0.3,1.7
4.097,-9.1,0.3,1.6
4.098,-9.1,0.3,1.7
4.102,-9.0,0.6,1.5
4.2,-8.9,0.5,1.5
4.202,-9.1,0.5,1.7
4.203,-9.2,0.6,1.6
4.22,-8.7,0.9,1.5
4.221,-8.4,0.9,2.0
4.328,-8.4,0.6,2.0
4.338,-7.0,0.7,2.6
4.343,-5.5,2.8,3.5
4.345,-6.2,0.9,2.0
4.399,-7.3,-1.3,2.7
4.4,-8.8,-0.9,4.7
4.408,-13.0,4.2,1.7
4.41,-11.0,-0.5,-0.8
4.503,-8.2,-2.6,6.6
4.504,-8.0,3.1,6.3
4.508,-11.1,-7.2,3.9
4.51,-11.5,-7.8,4.7
4.599,-11.3,-17.8,2.9
4.608,-9.1,-16.2,5.2
4.611,-4.6,1.0,0.1
4.618,-2.1,3.2,1.3
4.673,0.2,2.4,2.4
4.675,-2.1,4.1,-0.4
4.682,-20.7,37.1,4.5
4.684,-32.8,22.7,-0.0
4.796,-14.8,-2.3,21.8
4.798,-4.6,4.3,7.8
4.905,-7.5,11.1,15.5
4.907,-10.3,18.6,26.2
4.909,-13.2,14.6,19.1
4.91,-9.5,4.0,9.8
4.914,6.0,-3.8,5.9
5.001,9.2,1.1,1.0
5.019,2.5,9.6,-2.0
5.02,-0.3,14.4,2.4
5.026,-5.3,10.8,2.5
5.028,-2.1,9.4,-2.1
5.098,-1.2,10.3,-0.5
5.1,-2.3,12.5,4.9
5.108,0.0,6.0,3.5
5.198,0.3,4.7,3.6
5.2,-0.8,3.8,4.4
5.202,-0.6,3.7,6.1
5.213,-4.0,5.3,8.5
5.3,-2.4,10.0,8.7
5.302,-3.7,7.2,8.3
5.304,-2.3,9.4,8.3
5.307,1.8,7.7,9.1
5.402,1.9,6.0,6.6
5.404,2.3,4.4,6.8
5.405,0.9,0.1,8.6
5.409,0.0,4.8,6.9
5.498,-0.8,3.9,7.2
5.5,-1.3,5.8,8.6
5.502,0.2,6.4,6.9
5.505,0.1,7.0,5.5
5.599,-0.6,7.9,6.2
5.601,-1.4,9.8,5.7
5.609,-2.3,10.0,5.1
5.612,-2.4,8.5,4.5
5.703,-1.9,7.3,5.7
5.704,-0.7,7.5,7.9
5.706,0.7,6.3,9.1
5.72,1.2,4.7,7.6
5.798,0.5,4.2,6.9
5.8,0.2,4.7,6.7
5.802,-0.1,6.3,6.6
5.806,-0.9,8.8,5.7
5.898,-0.8,9.1,5.2
5.899,-0.8,10.2,5.3
5.901,-0.6,9.2,5.6
5.91,-0.7,7.0,6.0
5.998,-0.7,6.4,5.9
6.0,-0.7,6.9,6.0
6.006,-0.7,7.6,6.2
6.009,0.1,6.8,6.6
6.098,0.5,7.4,6.7
6.1,0.6,7.3,6.9
6.101,0.6,7.2,6.9
6.122,0.2,6.6,6.5
6.198,-0.1,7.1,6.4
6.2,-0.3,7.4,6.4
6.203,-0.5,7.8,6.0
6.207,-0.6,8.0,5.6
6.298,-0.5,7.9,5.6
6.3,-0.4,7.8,5.7
6.301,-0.4,7.8,5.6
6.305,-0.0,7.8,5.9
6.399,0.1,7.9,6.0
6.401,0.1,7.7,6.1
6.403,0.1,7.6,6.1
6.406,-0.1,7.4,6.1
6.499,-0.2,7.4,6.2
6.5,-0.3,7.3,6.1
6.51,-0.3,7.5,5.9
6.513,-0.3,7.7,5.7
6.598,-0.3,8.0,5.5
6.601,-0.2,8.4,5.3
6.603,-0.1,8.4,5.1
6.608,0.0,8.3,5.3
6.697,0.0,8.1,5.5
6.699,0.0,8.0,5.6
6.7,-0.1,7.9,5.6
6.798,-0.1,7.6,5.8
