accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.524,-8.4,-0.9,1.3
4.532,-8.8,-1.6,1.6
4.534,-9.2,-1.5,1.7
4.535,-9.1,-0.8,1.9
4.624,-9.0,-0.6,2.0
4.627,-9.3,-0.2,2.3
4.629,-9.2,-0.1,2.4
4.631,-9.6,-0.3,2.3
4.724,-9.9,-0.4,2.4
4.727,-10.1,0.2,2.4
4.732,-10.5,-0.1,2.6
4.734,-11.3,-0.3,2.4
4.824,-11.7,0.0,2.3
4.827,-12.7,-0.0,2.2
4.829,-12.4,0.4,2.2
4.835,-11.6,1.3,2.5
4.923,-10.5,2.6,2.5
4.927,-9.0,4.3,2.1
4.928,-8.4,4.6,2.1
4.947,-7.8,2.8,1.7
5.025,-8.0,3.2,1.7
5.028,-8.2,3.8,2.0
5.03,-8.5,6.1,2.9
5.031,-8.3,8.4,4.4
5.124,-8.8,10.1,5.3
5.127,-8.9,7.9,7.7
5.129,-7.5,3.9,6.4
5.131,-4.7,-0.8,6.1
5.224,-8.8,-2.4,5.8
5.233,-10.5,-11.1,-2.5
5.234,-4.9,-17.6,-6.7
5.236,-8.3,-12.3,-11.4
5.324,-4.4,-15.9,-23.7
5.332,-7.5,-19.2,-24.8
5.345,-6.9,-14.0,-24.7
5.348,0.2,-13.3,-14.7
5.424,-3.8,-13.3,-10.8
5.431,-16.3,-4.0,-0.9
5.432,-15.6,-1.9,-0.2
5.434,-7.7,-2.5,-11.9
5.524,-20.8,4.6,-2.8
5.53,-38.9,1.5,-9.9
5.532,-37.7,38.9,39.2
5.534,-23.8,38.4,38.4
5.628,-38.9,27.1,19.5
5.632,-18.7,-18.0,5.5
5.633,15.7,-9.4,-15.7
5.635,-1.2,2.7,-8.1
5.723,-21.0,-3.2,14.1
5.743,-23.6,-7.3,22.6
5.745,-12.2,-2.5,10.9
5.824,4.5,-7.8,4.4
5.826,12.6,-2.6,31.4
5.829,1.5,-15.0,9.6
5.83,-5.6,-4.6,-12.2
5.925,16.4,12.3,-38.8
5.926,9.2,-17.2,-16.7
5.929,-35.5,30.1,4.5
5.934,-30.7,38.9,0.9
6.024,-25.7,38.9,25.6
6.025,-8.2,21.9,21.5
6.029,-7.4,2.3,-1.6
6.03,-1.5,-1.3,3.4
6.124,-4.6,1.3,2.7
6.125,8.1,2.1,-0.8
6.139,-0.4,1.9,-1.5
6.142,0.1,0.7,2.9
6.225,1.7,-0.1,-0.3
6.227,2.9,2.7,-0.0
6.236,-6.3,-19.6,0.6
6.238,-7.2,-6.2,15.6
6.324,-10.7,-11.9,19.8
6.325,-5.6,-13.7,29.0
6.333,-2.2,0.2,12.8
6.335,-0.8,-1.9,1.0
6.424,-2.6,3.0,-1.8
6.432,-0.9,6.2,2.4
6.435,-1.3,3.8,3.2
6.436,-3.3,6.0,5.6
6.523,-3.6,6.5,9.9
6.534,-4.3,4.6,12.7
6.537,-5.4,4.1,13.0
6.544,-5.4,2.9,11.4
6.627,-4.5,0.4,9.8
6.629,-3.0,-1.3,8.8
6.632,-0.8,-0.7,7.0
6.634,-0.3,-1.8,6.6
6.724,-0.6,-1.4,8.1
6.725,-1.5,0.2,9.4
6.728,-2.3,1.6,9.3
6.73,-3.0,2.5,9.0
6.824,-3.4,3.1,9.4
6.83,-3.8,3.8,10.4
6.834,-4.0,2.5,9.0
6.835,-3.5,2.3,8.5
6.923,-3.8,2.4,8.9
6.929,-3.5,1.7,8.8
6.933,-2.9,1.1,8.8
6.935,-2.6,0.9,9.2
7.024,-2.4,0.8,9.4
7.026,-2.4,0.7,9.2
7.035,-2.8,1.5,9.0
7.037,-3.0,1.7,9.0
7.124,-3.1,2.1,9.1
7.125,-3.2,2.3,9.1
7.13,-3.4,3.0,9.0
7.139,-3.4,2.4,9.5
7.223,-3.3,2.3,9.3
7.225,-3.2,2.2,9.0
7.228,-3.1,2.2,9.2
7.241,-2.9,1.0,9.1
7.323,-2.8,1.1,9.2
7.326,-2.6,1.9,9.2
7.331,-2.7,1.4,8.8
7.333,-3.0,1.5,9.0
7.423,-3.1,1.6,9.1
7.424,-3.3,2.0,8.8
7.432,-3.6,1.8,9.5
