accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.023,-9.8,-2.6,-1.7
4.025,-9.3,-2.7,-0.8
4.027,-9.4,-2.6,-0.4
4.125,-9.5,-1.8,-0.3
4.128,-8.5,-2.0,-0.1
4.13,-8.1,-2.9,0.2
4.132,-8.6,-3.7,0.0
4.133,-9.1,-4.0,-0.4
4.226,-8.1,-4.4,0.3
4.228,-7.6,-4.9,0.7
4.229,-7.5,-4.6,0.7
4.231,-7.8,-5.0,0.3
4.302,-6.2,-6.2,1.5
4.304,-6.4,-6.8,1.4
4.306,-5.4,-6.5,1.6
4.307,-4.1,-6.0,1.5
4.425,-2.6,-6.8,2.7
4.427,-2.3,-6.1,2.1
4.433,-1.8,-4.6,1.8
4.526,-2.0,-3.5,2.3
4.529,-2.6,-3.8,2.6
4.53,-2.6,-3.6,3.0
4.532,-3.5,-3.8,3.5
4.543,-3.9,-4.1,2.9
4.625,-4.8,-2.8,4.5
4.627,-6.9,-3.7,3.9
4.629,-7.2,-4.7,3.6
4.63,-6.8,-3.9,4.3
4.727,-8.8,-2.5,3.0
4.728,-6.7,-4.0,5.1
4.733,-4.0,-4.8,4.9
4.735,-2.2,-2.5,4.8
4.825,-3.5,0.6,2.6
4.827,-0.2,-4.7,3.2
4.828,-1.1,2.3,2.9
4.834,-8.1,13.0,0.3
4.95,-4.5,6.4,-12.2
4.952,-7.5,11.8,-35.7
4.964,-38.7,3.0,-36.7
4.974,-32.5,38.9,39.2
5.044,-31.3,-1.3,23.8
5.046,-35.4,-10.7,26.4
5.124,-33.7,-5.6,23.7
5.125,1.4,-1.1,3.4
5.134,0.0,-8.8,-11.1
5.136,10.5,-8.0,2.1
5.226,-6.5,-1.2,2.5
5.227,-14.8,-4.3,12.1
5.232,-9.2,-0.3,4.9
5.238,-8.3,0.6,12.4
5.242,-15.3,3.7,11.6
5.299,-15.4,7.0,9.5
5.302,-5.8,2.4,5.0
5.312,-8.2,-0.2,2.4
5.313,-8.0,4.7,2.0
5.425,-5.2,7.0,2.7
5.429,-6.9,0.6,3.6
5.434,-9.5,2.1,0.2
5.499,-7.8,5.0,3.8
5.5,-6.4,7.9,4.6
5.503,-1.7,10.3,7.9
5.505,-1.8,5.2,6.7
5.598,-3.1,2.6,8.6
5.6,-1.9,2.9,1.7
5.603,-1.0,2.4,0.0
5.605,-3.8,6.4,2.7
5.699,-2.8,9.2,4.3
5.7,-5.8,10.8,3.8
5.716,-1.8,-5.2,4.9
5.719,-7.2,9.5,-10.0
5.823,-5.2,32.8,-4.8
5.825,-1.6,18.2,-1.0
5.836,-1.4,1.5,-0.8
5.838,-2.9,2.7,-1.2
5.9,-3.7,6.7,-0.0
5.901,-4.4,7.5,-0.9
5.905,-4.5,9.9,-5.2
5.906,-3.2,12.5,-5.2
5.908,-1.9,11.6,-3.9
6.022,-1.2,9.1,-2.8
6.025,0.0,7.0,-1.9
6.027,0.2,8.3,-2.3
6.103,0.2,9.8,-3.4
6.105,0.5,10.8,-4.4
6.123,0.3,8.7,-3.4
6.125,0.4,8.4,-3.3
6.126,0.4,8.1,-3.3
6.222,0.2,8.6,-3.8
6.232,0.1,8.8,-4.8
6.233,-0.0,8.5,-4.8
6.329,-0.1,8.3,-4.8
6.33,-0.1,8.2,-4.7
6.333,-0.1,8.4,-4.9
6.335,-0.2,8.6,-4.9
6.337,-0.2,8.6,-4.8
6.424,-0.3,8.7,-4.6
6.433,-0.4,8.8,-4.1
6.434,-0.4,8.8,-4.0
6.436,-0.4,8.7,-3.9
6.499,-0.4,8.5,-3.9
6.502,-0.2,8.5,-4.3
6.507,-0.1,8.6,-4.4
6.509,-0.1,8.5,-4.5
6.607,-0.0,8.4,-4.6
6.615,-0.0,8.5,-4.7
6.723,-0.1,8.5,-4.6
6.725,-0.1,8.5,-4.6
6.726,-0.2,8.6,-4.4
6.73,-0.2,8.7,-4.2
6.799,-0.2,8.8,-4.0
6.801,-0.3,8.7,-4.0
6.803,-0.3,8.7,-4.0
6.81,-0.3,8.6,-4.2
6.812,-0.3,8.5,-4.4
6.922,-0.3,8.5,-4.5
6.923,-0.2,8.5,-4.6
6.927,-0.2,8.5,-4.6
