accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.602,-3.6,-5.0,7.4
3.604,-3.6,-4.9,7.3
3.609,-3.7,-5.3,7.4
3.7,-3.6,-5.6,7.3
3.703,-3.7,-5.1,7.2
3.705,-3.7,-5.2,7.3
3.706,-3.7,-5.3,7.5
3.799,-3.7,-5.3,7.3
3.81,-3.2,-5.6,6.9
3.812,-3.2,-5.1,7.0
3.813,-3.4,-5.2,7.2
3.899,-3.4,-5.9,7.1
3.902,-3.2,-5.1,7.0
3.91,-2.9,-5.3,7.0
3.912,-2.8,-5.2,6.2
3.998,-2.3,-4.4,6.4
4.001,-3.1,-7.3,7.7
4.003,-4.0,-8.5,8.3
4.099,-3.6,-5.5,7.1
4.1,-2.5,-2.4,6.1
4.104,-4.5,-7.1,9.3
4.105,-5.6,-5.4,8.0
4.199,-0.7,-1.5,4.6
4.207,-0.6,-2.7,4.1
4.218,-3.7,-8.0,7.5
4.22,-1.4,-7.0,7.0
4.298,-0.4,-6.2,6.5
4.3,-1.6,-5.2,6.5
4.303,-3.9,-3.4,5.9
4.305,-4.5,-2.7,4.9
4.401,-3.8,-2.4,3.5
4.404,-1.9,-1.0,2.4
4.412,-1.1,0.6,-0.2
4.414,-0.6,-2.0,-2.3
4.518,0.3,-2.8,-4.5
4.52,-0.6,2.0,-6.7
4.523,-8.8,1.8,-5.1
4.525,-14.3,3.3,16.9
4.598,39.2,-39.2,34.0
4.608,39.1,-39.0,17.5
4.617,11.3,-9.5,39.2
4.618,-38.6,-20.2,8.7
4.699,-8.9,19.3,-4.3
4.7,19.0,7.4,-7.0
4.713,39.2,-3.1,2.2
4.715,14.2,8.1,7.3
4.798,10.1,7.4,8.8
4.799,1.4,8.2,2.8
4.803,-6.6,6.6,-2.8
4.804,-5.5,7.2,-6.6
4.898,-3.3,6.7,-10.2
4.9,-2.5,2.6,-10.7
4.903,-1.0,0.3,-11.6
4.905,1.2,-2.2,-9.1
4.998,1.9,-2.7,-2.9
5.004,0.1,3.1,-4.3
5.008,2.8,2.9,-8.1
5.011,-33.3,-39.2,-18.9
5.098,28.1,20.4,-13.0
5.1,-2.2,27.4,-22.7
5.103,-4.2,-1.0,-39.0
5.11,4.8,5.9,-22.3
5.198,-1.1,4.5,-3.8
5.2,-2.5,2.5,-9.0
5.203,-2.7,-5.9,4.8
5.21,-1.0,-11.3,7.7
5.298,-1.2,-3.6,0.6
5.3,3.4,2.5,-6.1
5.303,8.5,-0.5,-17.5
5.321,3.1,-5.2,-14.9
5.401,0.5,-1.8,-18.6
5.405,3.6,-1.2,-10.2
5.411,-2.1,0.1,-15.1
5.413,1.3,-1.9,-8.3
5.509,0.4,-0.5,-6.4
5.511,-1.4,2.6,-8.4
5.514,-1.5,1.9,-9.2
5.521,-0.6,1.0,-9.7
5.598,0.9,1.5,-10.4
5.599,1.0,1.6,-10.4
5.607,0.3,1.3,-9.6
5.702,1.3,0.4,-9.0
5.703,1.8,0.1,-8.7
5.705,1.4,0.9,-8.6
5.716,0.4,1.3,-10.1
5.798,0.4,1.4,-10.8
5.799,0.5,1.4,-10.6
5.804,0.6,1.6,-10.2
5.808,0.7,1.6,-9.3
5.898,0.7,1.2,-9.2
5.903,0.8,1.3,-9.3
5.905,0.8,1.3,-9.8
5.912,0.9,1.2,-9.9
5.998,0.9,1.1,-9.7
5.999,0.4,0.8,-9.6
6.001,-0.2,0.7,-9.6
6.012,0.2,1.2,-9.7
6.098,0.3,1.1,-9.8
6.099,0.4,1.2,-9.7
6.101,0.6,1.3,-9.5
6.112,0.8,1.4,-9.7
6.198,0.9,1.4,-9.9
6.199,0.9,1.2,-9.9
6.211,0.9,1.2,-9.8
6.214,0.7,1.0,-9.7
6.298,0.7,1.0,-9.6
6.299,0.7,1.0,-9.6
6.301,0.7,1.0,-9.7
6.309,0.6,0.9,-9.7
6.4,0.7,1.0,-9.7
6.401,0.7,1.0,-9.7
6.403,0.7,1.0,-9.7
6.41,0.7,1.0,-9.7
6.498,0.9,1.0,-9.7
6.499,0.7,1.0,-9.7
6.509,0.8,1.1,-9.7
6.512,0.7,1.0,-9.7
6.598,0.7,1.0,-9.7
6.599,0.7,1.0,-9.8
