accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.284,-10.0,-2.8,-1.3
3.287,-10.2,-2.7,-0.8
3.289,-9.9,-3.0,-1.3
3.29,-9.1,-3.2,-1.8
3.384,-9.1,-3.2,-1.9
3.387,-10.4,-2.9,-2.5
3.397,-9.3,-2.7,-2.4
3.398,-9.0,-2.8,-2.1
3.487,-9.8,-2.8,-1.8
3.49,-9.4,-2.5,-1.4
3.492,-9.6,-2.6,-0.8
3.494,-9.6,-2.7,-0.2
3.584,-11.4,-2.9,-0.8
3.587,-8.9,-2.2,-1.4
3.588,-6.9,-2.2,-0.3
3.593,-8.0,-3.0,0.1
3.683,-8.1,-3.6,0.8
3.686,-7.6,-1.3,2.4
3.688,-7.9,-2.4,5.0
3.69,-11.6,-13.0,2.4
3.784,-9.7,-13.2,0.4
3.8,-7.4,-8.5,-0.1
3.802,-7.1,-4.0,-0.5
3.803,-5.4,-7.5,-3.0
3.884,-4.1,-5.3,-1.6
3.887,1.0,-8.4,-2.3
3.889,-7.5,-3.0,-1.9
3.89,-7.9,-4.7,-0.7
3.984,-4.8,-6.3,0.0
3.987,-5.8,-6.0,-0.3
3.989,-4.9,-5.1,-0.2
3.99,-4.6,-4.1,-0.3
4.084,-5.0,-5.4,-0.6
4.087,-6.2,-6.5,-0.3
4.089,-6.2,-5.9,-0.4
4.09,-6.1,-5.8,-0.4
4.184,-6.4,-5.5,-0.4
4.195,-6.7,-4.8,-0.5
4.197,-7.0,-4.5,-0.8
4.207,-7.1,-4.4,-0.9
4.284,-6.7,-4.3,-0.8
4.287,-6.0,-3.8,-0.6
4.288,-5.7,-3.6,-0.4
4.294,-5.9,-3.3,-0.1
4.384,-5.3,-2.5,0.7
4.391,-3.5,-1.0,0.3
4.393,-3.9,-1.9,3.0
4.395,-3.4,0.3,6.1
4.483,-0.9,8.0,3.9
4.486,5.6,7.9,0.3
4.488,3.4,-2.8,-4.4
4.584,1.8,13.0,-1.9
4.601,-4.6,-6.2,-20.1
4.609,-38.1,-38.6,-36.8
4.61,-13.9,-21.8,-4.7
4.687,-29.1,-6.4,24.9
4.689,4.9,-0.0,24.1
4.692,26.0,14.3,-11.3
4.694,-36.7,4.3,11.2
4.784,39.2,-31.0,-13.2
4.785,1.8,-24.4,-27.7
4.789,26.1,-3.4,-3.6
4.79,15.8,-7.7,-9.1
4.884,9.5,0.6,-6.9
4.885,4.5,-1.6,-7.3
4.889,6.6,-22.9,-18.4
4.89,0.7,-13.2,-14.9
4.984,-3.5,-4.9,-1.0
4.985,-10.8,3.9,-0.7
4.988,-2.5,-6.6,-5.4
4.99,-2.7,-3.8,-4.8
5.083,-0.2,-0.2,-4.0
5.085,2.5,3.6,-2.5
5.088,6.3,4.7,-1.4
5.09,6.0,5.0,-1.6
5.183,5.9,3.9,-2.7
5.185,5.6,2.8,-5.0
5.189,5.7,4.3,-10.3
5.19,6.2,4.2,-10.2
5.282,9.3,2.8,-9.5
5.284,12.8,2.3,-9.6
5.288,9.0,3.0,-9.7
5.297,6.9,2.4,-9.1
5.383,5.4,0.8,-8.5
5.385,3.0,-0.4,-8.1
5.388,1.4,0.1,-8.4
5.393,3.7,0.1,-9.7
5.485,3.3,0.9,-12.7
5.487,2.0,-0.3,-17.2
5.49,4.0,-0.1,-15.7
5.492,2.7,1.8,-11.0
5.583,2.1,1.1,-8.8
5.585,1.9,-0.6,-7.7
5.593,1.0,-0.9,-7.4
5.595,1.0,-0.4,-7.8
5.683,1.0,0.7,-7.9
5.685,1.6,1.1,-8.6
5.696,1.9,0.4,-10.8
5.698,1.3,1.8,-10.9
5.783,1.8,1.0,-11.1
5.789,2.2,-0.1,-11.1
5.792,3.3,1.8,-10.0
5.793,3.3,2.0,-9.9
5.883,3.2,1.5,-9.7
5.885,2.7,1.2,-9.2
5.892,2.2,1.4,-8.7
5.894,2.5,1.5,-8.8
5.983,2.8,1.6,-8.9
5.985,3.1,1.8,-9.0
5.988,3.4,2.1,-9.2
5.99,3.3,2.5,-9.3
6.083,3.0,2.7,-9.2
6.085,2.7,2.8,-9.3
6.096,2.4,2.6,-9.4
6.098,2.3,2.4,-9.1
6.183,2.2,2.2,-8.9
6.184,2.2,2.0,-8.7
6.188,2.1,1.7,-9.1
