accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.813,-9.2,-2.0,3.2
3.816,-9.2,-2.0,3.4
3.817,-9.2,-1.8,3.6
3.9,-9.1,-1.8,3.8
3.903,-9.1,-2.2,3.8
3.904,-9.2,-2.2,3.7
3.906,-9.3,-2.4,3.9
3.999,-9.3,-2.5,3.9
4.003,-9.2,-2.6,4.0
4.004,-9.1,-2.6,3.9
4.006,-8.9,-2.5,4.0
4.099,-8.9,-2.6,4.2
4.103,-8.9,-2.2,4.0
4.104,-9.0,-2.3,4.0
4.106,-9.0,-2.1,4.0
4.199,-8.9,-1.8,4.2
4.213,-8.7,-1.5,4.5
4.215,-9.2,-1.8,4.3
4.218,-8.3,-2.1,5.2
4.299,-8.6,-1.7,4.9
4.306,-8.7,-1.6,5.4
4.308,-9.0,-2.1,6.2
4.31,-7.8,-1.0,6.8
4.399,-7.2,-0.3,7.5
4.402,-11.4,-1.5,5.1
4.404,-12.0,-1.2,4.3
4.499,-12.6,-1.0,3.6
4.501,-13.9,-0.4,2.3
4.504,-14.6,0.4,1.8
4.506,-12.1,2.3,1.1
4.599,-10.3,2.5,0.3
4.61,-9.2,1.5,2.2
4.614,-3.6,8.4,2.0
4.617,11.2,10.5,-0.2
4.703,24.8,6.8,-4.7
4.705,26.9,18.0,-0.3
4.708,6.8,15.5,15.7
4.709,2.7,15.2,0.2
4.799,6.7,34.5,4.6
4.801,7.6,19.1,2.7
4.804,2.1,12.9,2.8
4.806,1.0,8.7,2.4
4.905,-0.5,5.1,2.1
4.907,-1.7,4.2,2.6
4.91,-0.6,1.9,1.8
4.912,-0.2,2.0,1.6
5.003,-0.8,2.5,3.1
5.005,-2.0,3.2,3.6
5.008,-1.8,6.0,4.5
5.011,-1.7,5.9,3.2
5.101,-1.5,6.9,1.7
5.103,0.6,8.0,2.2
5.11,3.6,7.0,2.6
5.112,0.2,9.8,9.7
5.199,-4.9,15.6,12.1
5.201,-6.1,15.2,9.8
5.21,-3.1,13.0,3.6
5.211,-2.2,11.5,2.3
5.323,-1.7,14.8,-0.3
5.325,0.9,17.3,2.5
5.328,-1.7,4.5,5.3
5.348,-2.7,1.4,5.2
5.419,-2.3,1.3,5.9
5.421,-1.3,2.7,5.8
5.425,-2.8,4.3,6.1
5.428,-3.6,6.5,7.3
5.43,-4.5,6.9,8.1
5.497,-6.3,6.7,8.4
5.5,-9.4,4.8,8.2
5.502,-9.7,3.6,7.4
5.599,-9.3,2.6,6.7
5.601,-8.8,2.4,6.1
5.605,-7.3,3.6,5.3
5.606,-6.7,3.5,5.0
5.7,-6.1,4.0,5.2
5.702,-5.5,4.6,5.4
5.715,-5.0,4.2,5.4
5.726,-4.4,4.3,5.3
5.799,-4.6,4.9,5.8
5.801,-5.3,5.6,6.2
5.804,-7.7,4.1,6.8
5.807,-8.4,3.3,6.6
5.905,-8.8,5.1,7.2
5.906,-9.4,4.1,6.5
5.91,-9.6,5.1,5.8
5.911,-9.0,4.7,5.3
5.999,-8.5,5.3,5.3
6.0,-7.7,5.6,5.5
6.004,-6.4,5.6,5.8
6.005,-5.8,5.2,5.9
6.102,-5.3,4.7,5.8
6.104,-4.6,4.1,5.4
6.119,-4.1,2.6,5.0
6.199,-4.2,1.8,5.0
6.2,-4.5,1.4,5.2
6.202,-4.9,2.0,5.7
6.214,-6.4,3.2,6.5
6.299,-7.3,4.1,7.2
6.3,-8.1,3.6,7.1
6.302,-8.5,3.1,6.8
6.305,-8.0,3.6,6.7
6.399,-7.9,3.8,6.3
6.401,-7.6,4.3,6.1
6.402,-7.1,4.3,6.1
6.406,-6.3,3.9,5.7
6.499,-5.9,3.7,5.6
6.501,-5.6,3.6,5.6
6.526,-5.5,3.5,5.6
6.529,-5.7,3.5,5.8
6.599,-6.1,3.6,6.0
6.601,-6.5,3.5,6.0
6.602,-6.8,3.7,6.0
6.605,-7.4,3.8,5.9
6.673,-7.5,3.9,5.9
6.675,-7.5,4.1,5.8
6.677,-7.5,4.3,5.7
6.684,-7.2,4.1,5.8
6.797,-7.0,4.1,5.8
6.798,-6.8,3.8,5.6
6.8,-6.4,3.6,5.5
