accel_time_list,accel_x_list,accel_y_list,accel_z_list
2.7,-12.5,-2.7,2.7
2.703,-14.1,-2.0,3.9
2.709,-14.6,-2.1,3.6
2.71,-11.6,-2.1,4.1
2.801,-8.3,-2.5,4.8
2.808,-3.3,-1.0,3.6
2.809,-2.4,-0.9,1.8
2.811,-3.8,-1.0,1.6
2.9,-5.9,-2.1,2.3
2.903,-10.4,-3.8,5.9
2.905,-12.4,-5.9,7.6
2.907,-11.0,-4.9,7.4
3.007,-9.5,-3.2,6.3
3.01,-7.4,-5.9,6.8
3.012,-6.6,-4.6,6.7
3.023,-6.7,-4.7,6.5
3.1,-6.6,-4.2,5.8
3.103,-6.3,-6.0,5.1
3.105,-5.8,-9.8,6.0
3.106,-5.1,-7.8,8.2
3.2,-5.5,-5.1,8.5
3.203,-4.1,-9.5,9.0
3.209,-4.2,-11.1,7.9
3.211,-5.1,-11.3,6.6
3.3,-5.2,-12.3,6.4
3.303,-5.3,-10.5,6.7
3.305,-5.4,-9.7,5.7
3.306,-5.1,-9.8,3.9
3.399,-4.9,-9.1,0.8
3.403,-2.3,-6.1,-1.0
3.414,-3.2,-5.8,-0.5
3.507,-3.5,-6.3,-1.6
3.509,-1.9,-5.1,-3.3
3.512,3.7,-4.3,-4.2
3.514,4.3,-1.6,-5.1
3.601,4.8,-2.1,-7.4
3.602,3.5,-0.7,-16.3
3.606,7.9,12.0,-12.9
3.607,1.1,3.8,-9.9
3.724,-12.4,-11.6,-29.2
3.726,-14.1,-3.8,-34.4
3.734,-38.8,1.5,2.7
3.735,-36.6,-39.2,23.8
3.801,-39.0,21.3,39.2
3.802,-39.0,-8.5,33.5
3.816,-39.0,11.9,37.3
3.818,4.6,13.6,-15.4
3.82,13.7,33.8,-37.4
3.898,26.6,-2.7,-8.1
3.901,-19.7,-5.1,19.5
3.911,-11.5,14.8,14.8
4.0,22.7,9.2,-28.8
4.002,38.5,-9.4,-37.7
4.009,-16.3,-7.8,-10.5
4.01,12.0,-0.3,-11.9
4.1,9.3,11.5,-17.9
4.101,10.7,6.4,-10.7
4.105,12.4,4.9,0.1
4.106,11.1,5.1,4.7
4.201,4.5,1.1,4.9
4.203,0.3,-3.4,3.5
4.217,2.2,-8.4,-5.9
4.219,1.8,-4.8,-6.0
4.301,-3.4,-3.3,-3.8
4.304,-10.3,-8.0,-1.2
4.311,-39.0,-5.4,-11.9
4.312,6.2,5.4,-30.8
4.4,-24.2,-3.3,-35.0
4.401,-14.5,3.2,-25.2
4.409,-6.7,7.2,-1.8
4.411,-9.4,4.8,3.2
4.504,-7.8,2.0,4.2
4.505,4.3,-2.3,3.6
4.509,20.5,-6.8,-9.4
4.51,4.6,1.3,-21.1
4.6,-6.8,15.0,-23.4
4.611,-4.4,-0.3,-21.6
4.614,-2.8,-5.5,-5.9
4.621,-6.0,3.5,-3.9
4.699,-4.4,4.2,-2.6
4.701,2.5,1.8,-3.9
4.708,1.3,0.8,-13.5
4.71,1.2,6.2,-14.8
4.799,-0.3,2.0,-13.5
4.801,1.1,-0.6,-9.7
4.804,-2.8,-1.6,-5.0
4.807,-4.0,0.9,-5.7
4.905,1.3,2.0,-12.4
4.906,1.6,1.8,-18.0
4.91,2.3,0.9,-12.5
4.911,0.9,0.2,-9.8
5.003,0.3,-0.9,-9.6
5.005,0.1,-2.1,-9.8
5.009,-0.9,-0.9,-4.6
5.011,0.1,-0.2,-4.7
5.098,0.2,0.7,-6.3
5.1,0.6,1.0,-8.8
5.108,0.7,2.4,-12.5
5.199,0.2,1.2,-11.7
5.201,1.0,0.8,-10.1
5.202,0.3,1.0,-8.6
5.205,-0.6,3.1,-8.7
5.299,0.5,3.6,-9.7
5.301,1.1,4.2,-10.7
5.302,0.9,3.7,-10.7
5.305,1.3,3.2,-9.4
5.399,0.8,2.9,-9.2
5.4,0.5,2.1,-9.7
5.402,0.7,1.3,-10.0
5.409,0.8,1.4,-8.1
5.499,0.2,2.1,-8.0
5.5,0.1,3.1,-8.9
5.502,0.4,3.2,-9.5
5.51,0.2,2.8,-9.4
5.599,0.3,2.7,-9.2
5.6,0.4,2.6,-9.2
5.602,0.3,2.5,-9.4
5.605,0.3,2.0,-9.9
5.699,0.3,1.8,-10.3
5.7,0.3,1.5,-10.9
5.702,0.4,1.2,-10.8
5.724,0.3,0.8,-9.3
5.801,0.3,0.6,-9.1
5.803,0.3,0.6,-9.5
5.805,0.3,0.6,-9.9
5.808,0.1,0.6,-9.7
5.898,0.2,0.5,-9.5
5.9,0.2,0.4,-9.7
5.908,0.2,0.3,-9.8
5.911,0.2,0.2,-9.8
5.999,0.2,0.3,-9.9
6.0,0.2,0.2,-10.0
