accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.122,-6.1,-4.7,5.9
3.124,-6.0,-4.7,6.0
3.125,-6.1,-4.4,5.8
3.127,-6.2,-4.4,5.8
3.246,-6.2,-4.6,5.7
3.247,-6.3,-4.8,5.7
3.253,-6.2,-5.1,5.6
3.322,-6.2,-4.9,5.5
3.325,-6.4,-4.5,5.4
3.327,-6.5,-4.9,5.4
3.328,-6.4,-5.1,5.5
3.33,-6.2,-5.0,5.6
3.418,-6.6,-5.0,5.5
3.427,-6.9,-5.2,5.0
3.429,-6.8,-5.3,5.6
3.522,-6.7,-5.3,5.9
3.525,-7.0,-7.5,6.2
3.527,-7.6,-7.2,6.4
3.528,-8.7,-9.6,6.0
3.62,-8.6,-12.1,3.7
3.623,-6.4,-9.6,3.5
3.625,-3.5,-13.1,0.9
3.626,-0.4,-11.9,-2.2
3.72,0.8,-7.9,-0.0
3.726,5.6,-12.5,14.7
3.728,4.1,-2.4,-5.5
3.731,2.1,-2.6,0.9
3.819,0.2,0.7,-4.0
3.842,2.8,3.8,-0.8
3.844,1.9,3.7,-3.6
3.846,2.5,4.7,-3.1
3.92,5.8,3.8,-3.6
3.923,-38.0,38.8,35.9
3.925,-36.4,14.8,32.8
3.926,-38.8,-12.0,13.3
4.019,-11.8,-36.1,11.7
4.022,31.5,-11.0,9.8
4.024,-4.8,-15.9,3.7
4.025,-5.5,-7.5,12.2
4.124,-1.6,-10.3,17.0
4.127,-11.5,3.1,8.9
4.129,-12.7,5.0,3.5
4.131,-8.6,3.8,2.4
4.219,-4.3,2.5,2.1
4.231,-1.0,2.5,0.3
4.239,-1.9,7.1,3.5
4.241,1.4,38.3,-5.4
4.319,2.1,9.1,4.9
4.323,-2.8,1.6,-2.2
4.324,-2.6,-1.8,-0.1
4.326,-1.0,-4.1,2.8
4.424,1.3,-1.8,4.1
4.427,-0.5,4.0,5.5
4.429,-2.9,7.0,4.7
4.431,-5.6,8.6,3.8
4.519,-6.8,9.6,2.9
4.523,-2.8,17.5,-7.2
4.524,-13.7,25.3,2.1
4.526,-4.7,15.5,-2.4
4.619,-1.1,9.9,0.0
4.623,-4.2,8.6,1.1
4.624,-3.1,4.8,0.4
4.626,-2.5,4.9,1.4
4.72,-2.9,5.4,2.3
4.728,-2.6,6.2,3.8
4.73,-4.1,5.8,3.8
4.731,-5.8,5.0,4.7
4.819,-6.5,5.0,4.1
4.822,-9.2,9.8,9.1
4.824,-8.6,8.7,5.1
4.92,-8.0,10.1,6.6
4.922,-5.7,11.1,7.7
4.926,-2.8,9.4,7.1
4.927,-2.8,7.0,6.3
5.033,-2.9,5.0,5.4
5.041,-3.1,3.6,4.6
5.045,-2.7,4.1,4.8
5.046,-3.2,5.7,5.3
5.119,-3.8,6.7,5.5
5.121,-4.2,6.8,5.4
5.124,-5.4,7.1,4.9
5.13,-5.9,7.0,4.6
5.219,-5.9,7.0,4.5
5.221,-5.3,7.4,4.9
5.227,-3.6,8.5,6.4
5.234,-3.2,7.9,6.6
5.319,-3.2,7.0,6.6
5.321,-3.3,6.3,6.4
5.324,-3.0,5.2,5.8
5.334,-3.1,5.2,5.6
5.423,-3.5,5.5,5.6
5.424,-4.0,5.8,5.6
5.428,-4.7,6.6,5.5
5.429,-5.0,6.8,5.4
5.52,-5.3,6.8,5.3
5.521,-5.3,6.6,5.4
5.525,-4.4,6.8,6.3
5.526,-3.9,6.7,6.7
5.618,-3.7,6.4,6.7
5.62,-3.7,6.1,6.6
5.628,-3.6,5.9,6.2
5.63,-3.6,6.0,6.0
5.72,-3.8,6.2,5.6
5.722,-4.0,6.5,5.5
5.733,-4.4,6.7,5.1
5.741,-4.5,6.8,5.2
5.819,-4.6,6.8,5.3
5.821,-4.5,6.7,5.5
5.824,-4.1,6.7,6.0
5.826,-4.0,6.6,6.1
5.925,-4.0,6.5,6.1
5.927,-3.9,6.3,6.0
5.93,-3.9,6.6,5.7
5.932,-4.0,6.7,5.6
6.019,-4.1,6.7,5.4
6.021,-4.2,6.7,5.4
6.024,-4.3,6.5,5.4
6.026,-4.3,6.6,5.5
