accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.024,-7.7,-4.2,3.3
4.026,-7.3,-5.2,3.0
4.032,-7.2,-5.9,1.9
4.034,-7.4,-5.7,1.7
4.124,-7.4,-5.2,1.9
4.128,-7.4,-4.6,2.1
4.132,-8.5,-4.0,2.0
4.134,-9.3,-4.1,1.6
4.225,-9.6,-4.0,1.3
4.227,-9.6,-3.6,1.4
4.243,-9.6,-3.2,1.4
4.245,-9.6,-3.2,1.5
4.324,-9.4,-3.3,1.6
4.326,-9.3,-3.7,1.6
4.335,-9.2,-4.9,1.2
4.337,-8.7,-5.5,1.3
4.45,-8.4,-6.2,0.8
4.453,-9.2,-6.3,0.2
4.462,-8.7,-6.4,-0.5
4.463,-7.7,-6.2,1.1
4.53,-7.3,-6.2,3.4
4.531,-6.7,-4.9,4.5
4.535,-2.0,-4.8,4.9
4.538,0.8,-9.8,4.5
4.539,2.0,-14.1,5.5
4.624,0.9,-13.2,4.7
4.628,-2.2,-8.9,-0.8
4.63,-1.9,-10.0,-3.8
4.724,-2.1,-13.0,-5.8
4.731,-3.8,-11.8,-5.0
4.735,-2.0,-6.9,-4.9
4.737,-1.1,-8.2,-4.6
4.824,-1.4,-6.6,-8.1
4.825,-3.4,-3.1,-8.6
4.829,-13.1,3.7,-5.7
4.83,-18.9,20.5,-7.1
4.934,-17.0,-0.6,-4.1
4.936,-27.1,-0.8,-8.8
4.944,4.3,4.3,-9.5
4.945,39.2,-16.4,-39.1
5.03,38.1,-38.0,-39.0
5.032,-10.7,6.6,-1.5
5.037,22.4,13.8,6.3
5.038,2.9,1.0,-17.6
5.124,11.2,-21.1,-6.4
5.125,-16.4,-21.8,14.2
5.135,7.7,-18.1,-27.4
5.137,6.0,-3.7,-17.0
5.224,25.5,18.3,-24.1
5.226,15.1,6.7,-11.0
5.238,0.5,-9.6,-4.4
5.24,2.9,1.5,-10.9
5.325,0.6,1.8,-0.8
5.326,0.1,2.0,2.6
5.329,1.3,1.5,-0.2
5.347,1.0,2.8,-0.5
5.424,1.1,4.6,-1.9
5.425,1.0,4.8,-1.9
5.428,0.9,3.2,-5.3
5.434,0.9,1.2,-6.7
5.523,0.4,2.1,-6.3
5.53,0.7,5.2,-6.8
5.534,-1.8,9.4,-8.1
5.624,-2.8,8.8,-10.0
5.626,-4.9,8.4,-9.6
5.628,-5.9,12.4,-11.3
5.631,-4.2,22.4,-7.4
5.724,2.9,30.3,-0.3
5.725,-2.6,34.2,2.4
5.731,-3.4,13.0,-3.1
5.748,1.2,-0.6,-3.8
5.823,0.8,3.3,-2.2
5.828,1.1,6.4,-1.8
5.83,1.7,5.3,0.8
5.833,1.5,6.4,-4.4
5.924,2.4,7.6,-5.7
5.926,3.7,7.1,-5.7
5.927,7.2,5.3,-8.4
5.931,3.8,5.2,-7.9
6.029,1.9,5.1,-7.7
6.031,1.4,6.5,-7.9
6.032,0.4,6.2,-7.3
6.036,-1.0,1.9,-13.9
6.123,-5.8,2.4,-16.4
6.125,-3.7,10.3,-13.4
6.127,0.9,5.4,-9.6
6.141,0.2,6.4,-7.8
6.224,-1.1,5.4,-6.7
6.225,-1.5,2.7,-7.9
6.227,-1.1,2.4,-8.5
6.246,1.9,5.2,-8.4
6.323,1.4,6.7,-8.7
6.324,0.4,5.7,-9.2
6.326,0.6,5.9,-8.8
6.329,1.1,6.2,-7.1
6.425,0.7,5.7,-6.6
6.427,0.2,5.1,-6.8
6.429,0.1,5.2,-6.9
6.433,0.1,6.3,-7.9
6.524,0.3,6.0,-8.3
6.525,0.4,6.3,-8.5
6.535,0.4,5.9,-8.5
6.538,0.4,5.7,-7.9
6.624,0.4,5.2,-7.9
6.626,0.5,5.1,-7.9
6.63,0.6,5.3,-7.9
6.651,0.5,5.6,-8.0
6.724,0.5,5.7,-7.9
6.725,0.4,5.5,-7.9
6.735,0.4,5.5,-7.9
6.739,0.4,5.4,-8.0
6.824,0.4,5.4,-8.1
6.826,0.4,5.5,-8.2
6.827,0.4,5.5,-8.3
6.831,0.4,5.4,-8.1
6.924,0.4,5.4,-8.0
6.935,0.4,5.4,-8.0
6.944,0.4,5.4,-8.0
6.948,0.4,5.4,-8.0
