accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.001,-10.8,-2.1,1.7
3.003,-11.3,-2.1,1.7
3.019,-12.2,-2.7,2.2
3.021,-10.4,-3.0,3.8
3.101,-4.9,-1.5,5.1
3.107,-3.3,-1.7,3.7
3.108,-2.7,-2.6,2.2
3.11,-3.6,-2.0,1.5
3.201,-9.0,-0.8,3.0
3.202,-11.0,-1.8,3.9
3.204,-12.8,-2.1,4.6
3.299,-14.3,-1.6,6.2
3.303,-11.4,-3.2,8.5
3.304,-10.3,-3.4,4.0
3.306,-8.8,-5.8,2.0
3.424,-8.7,-4.2,2.5
3.428,-9.2,-2.4,4.5
3.438,-9.1,-2.0,5.0
3.448,-9.5,-1.2,5.7
3.52,-10.6,-1.2,6.1
3.527,-10.9,-2.0,7.1
3.529,-11.1,-1.7,8.2
3.53,-11.1,-2.1,9.3
3.532,-10.8,-3.8,9.9
3.597,-11.5,-6.7,10.0
3.599,-8.6,-7.8,8.8
3.601,-8.0,-8.0,8.0
3.699,-8.9,-4.9,8.5
3.703,-8.1,-5.1,8.1
3.708,-5.8,-5.2,7.8
3.71,-5.2,-3.8,7.5
3.799,-3.2,-4.0,5.9
3.81,2.4,-16.9,-1.6
3.812,3.1,-14.9,-5.5
3.814,2.1,-18.4,-10.4
3.899,1.3,-17.5,-16.4
3.902,-5.8,-2.1,-6.8
3.904,-5.3,-18.4,-10.2
3.906,-8.9,-30.5,-13.2
3.999,-14.3,-9.2,-14.1
4.002,-4.6,-18.5,-18.4
4.003,-12.2,-0.9,-26.8
4.005,-37.9,-16.6,1.0
4.1,-38.4,6.9,31.2
4.103,-39.0,-16.2,35.0
4.105,-38.9,0.6,27.9
4.106,-38.4,-2.0,34.7
4.199,6.5,4.4,23.1
4.211,11.8,5.9,-27.5
4.221,-28.5,-14.6,28.8
4.222,-27.1,-24.6,-12.7
4.3,-2.9,-23.0,-10.4
4.304,34.9,-15.9,-39.0
4.305,-9.3,-39.2,-37.4
4.31,0.4,9.2,-11.9
4.399,12.3,-4.0,-3.2
4.407,8.7,-4.1,10.1
4.411,6.0,2.1,10.6
4.413,8.4,2.2,5.8
4.499,2.5,-3.4,1.5
4.502,-2.4,-8.8,-1.8
4.504,-3.9,-2.6,-1.3
4.509,-3.8,0.2,-1.9
4.599,-4.0,1.0,-3.2
4.602,-12.0,-15.1,1.4
4.604,-5.0,-8.0,1.7
4.606,-19.9,9.6,3.7
4.729,-36.5,11.1,-8.7
4.732,-4.3,-12.7,-39.0
4.734,-16.9,-16.2,-24.8
4.736,-11.6,-13.8,-7.8
4.799,-9.3,28.0,-9.1
4.802,10.2,-5.2,-3.9
4.804,18.1,-10.0,-4.2
4.806,16.9,-2.7,-14.0
4.901,2.3,7.1,-8.5
4.904,-5.3,-0.6,-21.2
4.906,-1.3,2.9,-19.5
4.999,7.6,5.8,-11.0
5.0,-0.1,3.3,-4.2
5.007,-4.1,-6.2,-6.1
5.009,1.0,-4.9,-7.6
5.099,1.3,-4.2,-9.6
5.101,-1.1,-4.4,-8.9
5.104,-1.6,-2.7,-7.3
5.106,-0.6,-4.7,-6.5
5.199,2.3,-0.4,-9.0
5.2,0.9,0.1,-14.6
5.207,1.6,1.1,-12.8
5.209,1.7,1.9,-10.9
5.299,0.3,2.0,-10.1
5.3,-0.2,0.3,-8.7
5.304,-1.3,-0.4,-5.8
5.313,-1.3,-1.4,-6.0
5.402,-0.8,-2.3,-8.0
5.405,-0.0,-2.8,-11.6
5.408,0.1,-1.1,-11.1
5.41,0.4,-0.7,-9.5
5.499,0.2,-0.7,-8.6
5.5,-0.5,-0.6,-8.6
5.504,-0.0,0.9,-10.3
5.505,-0.0,1.0,-11.1
5.599,-0.2,0.7,-11.3
5.6,-0.2,0.6,-10.6
5.612,0.2,0.8,-9.3
5.615,0.5,-0.1,-8.7
5.718,0.6,-0.2,-8.5
5.719,0.5,0.6,-8.8
5.73,0.2,0.5,-10.2
5.732,0.1,0.4,-10.4
5.802,-0.0,0.2,-10.0
5.804,-0.1,0.2,-9.6
5.807,-0.1,0.2,-9.1
5.809,-0.0,0.3,-9.5
5.899,-0.0,0.4,-10.1
5.9,0.1,0.5,-10.4
5.907,0.1,0.5,-9.8
5.909,0.1,0.6,-9.4
