accel_time_list,accel_x_list,accel_y_list,accel_z_list
2.512,-6.5,-2.4,6.7
2.516,-6.8,-2.3,6.4
2.518,-6.8,-2.6,6.2
2.519,-8.0,-2.2,5.9
2.606,-6.7,-2.8,6.0
2.61,-7.0,-2.4,6.0
2.611,-7.1,-2.3,6.0
2.613,-6.9,-2.2,6.0
2.718,-7.4,-2.1,5.9
2.721,-8.1,-1.8,5.6
2.723,-7.9,-1.9,5.4
2.724,-7.8,-2.0,5.2
2.799,-8.1,-1.8,5.1
2.802,-8.5,-0.3,4.9
2.809,-8.6,-0.2,5.1
2.81,-9.2,-1.3,5.3
2.899,-9.7,-1.3,5.6
2.903,-9.5,-1.3,5.0
2.905,-8.9,-1.1,4.9
2.906,-8.9,-0.1,5.4
3.066,-9.1,1.2,6.7
3.076,-8.5,-1.6,4.9
3.078,-8.6,-2.7,4.8
3.089,-8.3,-1.7,6.8
3.17,-7.9,-1.8,6.3
3.174,-7.0,-3.1,5.9
3.177,-7.1,-3.0,6.3
3.182,-7.5,-4.5,4.3
3.185,-5.7,-1.4,5.0
3.243,-7.3,-6.1,3.5
3.244,-7.0,0.6,6.0
3.246,-6.9,-2.5,4.4
3.248,-6.6,-6.9,2.7
3.298,-6.7,-0.6,6.0
3.302,-4.7,-3.0,5.7
3.304,-5.1,-3.2,3.9
3.426,-3.0,-11.0,1.2
3.434,-0.0,-6.1,3.7
3.448,-0.2,-6.9,2.3
3.526,-1.1,-8.6,-3.3
3.527,-0.9,-8.7,-6.4
3.534,-6.1,-8.4,-10.6
3.536,-9.1,-4.0,-12.5
3.537,-9.8,-9.5,-13.1
3.539,-38.8,-21.5,-0.2
3.625,-32.3,38.7,17.1
3.63,-6.6,15.7,-0.0
3.632,2.8,7.3,-3.3
3.633,-13.0,-11.4,-1.5
3.725,-4.9,5.2,13.6
3.727,-1.7,7.2,11.7
3.728,1.1,4.4,8.2
3.73,3.3,2.0,2.8
3.812,4.0,-2.2,-0.9
3.814,2.7,1.2,1.5
3.816,1.6,0.5,0.9
3.817,1.5,-2.7,-1.4
3.898,-1.5,-2.1,-1.5
3.9,-2.3,-2.1,1.5
3.999,-1.8,2.1,8.5
4.001,-7.2,9.3,14.7
4.008,-29.1,1.4,23.7
4.01,-20.8,-14.3,15.5
4.098,-2.2,-4.0,-2.3
4.1,18.2,-12.0,-6.3
4.107,-16.3,17.3,27.7
4.109,-10.4,-3.0,20.2
4.223,-9.4,0.3,9.9
4.225,-3.7,-1.6,5.8
4.245,-7.2,-5.6,3.4
4.246,-3.1,-2.8,4.4
4.324,-1.5,0.3,5.1
4.326,-2.6,0.1,6.5
4.329,-0.8,0.1,8.2
4.334,-1.7,0.5,9.2
4.336,-2.9,0.4,7.5
4.423,-4.2,-0.6,6.0
4.427,-8.1,0.1,6.7
4.428,-10.0,0.9,7.5
4.43,-10.5,0.4,8.1
4.523,-9.8,-0.1,8.2
4.533,-4.0,-3.9,7.4
4.535,-1.0,-4.0,9.1
4.537,-0.8,-3.3,11.6
4.623,-2.3,-1.7,13.8
4.631,-4.4,-0.6,10.8
4.632,-4.4,-0.9,8.9
4.634,-3.7,-1.8,7.6
4.723,-3.0,-1.6,7.6
4.726,-4.4,-0.8,7.4
4.728,-5.0,-0.4,6.8
4.729,-5.3,-0.1,6.1
4.823,-5.7,0.4,5.7
4.826,-6.8,1.6,6.4
4.828,-7.1,1.1,7.5
4.83,-6.9,0.5,8.6
4.898,-6.4,-0.6,8.5
4.901,-4.7,-1.4,9.8
4.903,-4.5,0.1,10.5
4.912,-4.7,1.2,10.5
4.998,-4.8,0.8,10.1
5.001,-4.6,-0.2,7.9
5.003,-4.6,-0.7,7.5
5.097,-4.6,0.1,7.9
5.099,-4.8,0.7,7.8
5.102,-5.6,0.2,7.2
5.198,-6.0,0.4,7.4
5.2,-5.5,0.7,7.7
5.201,-5.5,1.5,8.2
5.208,-5.4,1.2,8.0
5.298,-5.3,0.8,8.3
5.3,-5.4,0.6,8.6
5.302,-5.4,0.9,9.0
5.305,-5.1,1.0,8.7
5.399,-4.9,0.7,8.3
5.401,-4.8,0.5,8.2
5.403,-4.8,0.7,8.5
5.406,-5.1,0.7,8.0
5.498,-5.2,1.0,7.9
5.499,-5.3,1.3,7.8
