accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.001,-6.0,-5.1,5.0
3.011,-6.1,-5.4,5.5
3.012,-6.5,-4.9,5.6
3.024,-6.6,-3.9,5.6
3.101,-6.6,-3.5,5.9
3.105,-7.0,-3.3,6.4
3.106,-7.2,-2.5,6.6
3.108,-7.2,-1.8,7.3
3.201,-7.1,-1.6,8.0
3.204,-6.7,-2.0,7.6
3.211,-6.4,-1.9,7.0
3.212,-6.2,-2.2,6.9
3.301,-6.5,-2.3,6.7
3.305,-6.4,-2.9,6.4
3.306,-6.8,-2.8,6.2
3.308,-7.0,-2.2,6.1
3.401,-6.7,-2.3,6.3
3.405,-6.9,-2.8,6.9
3.417,-7.3,-2.7,6.5
3.42,-7.5,-1.9,6.0
3.503,-7.5,-1.8,6.0
3.506,-7.6,-2.5,6.1
3.508,-7.7,-2.6,5.9
3.509,-7.6,-2.6,5.9
3.601,-7.5,-3.0,6.1
3.61,-7.3,-2.8,6.3
3.612,-7.2,-2.6,6.2
3.614,-7.1,-2.4,6.0
3.7,-6.9,-2.3,5.8
3.704,-6.9,-2.3,5.9
3.705,-7.0,-2.2,6.1
3.707,-7.1,-2.1,6.3
3.801,-7.1,-1.6,6.7
3.815,-8.0,-2.1,7.3
3.817,-7.8,-2.8,7.0
3.819,-7.4,-3.2,6.3
3.901,-7.1,-4.1,5.5
3.906,-7.0,-1.6,5.4
3.908,-7.2,-1.8,6.2
3.911,-7.8,-2.2,8.0
4.026,-8.2,-2.4,8.5
4.034,-7.7,-4.4,8.5
4.035,-8.6,-5.1,12.8
4.037,-8.2,-5.2,14.5
4.102,-6.2,-6.6,12.5
4.105,-4.7,-7.5,7.4
4.107,-3.0,-5.7,7.0
4.109,-1.0,-6.4,3.9
4.114,0.1,-7.2,2.2
4.208,1.6,-5.1,-2.7
4.211,4.0,-4.5,-6.4
4.212,4.1,-6.5,-8.1
4.3,3.5,-5.3,-16.3
4.304,-0.4,6.0,-14.4
4.305,-1.3,8.6,0.2
4.307,-12.5,18.8,4.2
4.401,-6.1,13.9,-15.2
4.404,-27.7,27.7,-6.4
4.406,-38.8,30.8,39.2
4.412,-38.9,28.1,10.8
4.505,-38.2,4.5,27.6
4.509,-8.1,-6.7,3.8
4.51,-9.1,-10.3,5.6
4.607,-7.2,-10.9,3.6
4.621,-5.8,-8.2,3.6
4.631,-2.7,-0.2,4.9
4.633,-6.7,8.8,2.9
4.703,-9.8,19.7,6.2
4.708,5.9,28.1,-13.3
4.712,-37.0,16.8,4.1
4.713,12.7,5.3,-6.5
4.801,10.6,15.0,2.3
4.802,-0.8,3.7,2.0
4.806,-2.5,4.8,-0.5
4.807,4.4,2.5,-2.6
4.906,1.8,0.8,-3.4
4.908,-0.6,-3.6,-1.5
4.911,-0.1,12.1,1.7
4.913,-1.5,26.1,7.7
5.005,-8.2,11.7,2.3
5.006,-5.7,3.0,-0.8
5.01,-4.6,10.9,3.4
5.011,-9.9,11.2,3.9
5.101,-12.8,11.7,8.6
5.103,-11.0,13.1,22.7
5.108,-2.7,3.3,15.1
5.109,-0.5,3.4,11.6
5.201,-1.9,1.6,8.1
5.203,-1.6,-2.1,5.7
5.207,-1.1,2.4,6.1
5.212,-0.8,2.3,3.0
5.301,-0.8,-1.1,0.5
5.302,-0.7,-3.8,0.3
5.306,-3.6,-4.2,0.4
5.324,-4.2,-0.6,7.3
5.392,-5.9,2.9,10.1
5.394,-12.8,0.8,10.4
5.401,-26.1,-1.9,17.3
5.403,-23.0,-1.8,8.0
5.5,-8.6,-2.0,2.9
5.502,-1.2,-2.8,-0.1
5.51,-2.5,-7.2,1.2
5.602,-3.9,-6.1,4.6
5.604,-3.8,-5.3,6.9
5.605,-4.2,-5.3,7.7
5.609,-5.7,-0.2,7.9
5.61,-6.9,3.9,7.9
5.701,-9.2,5.8,9.1
5.706,-10.7,4.6,7.4
5.72,-8.5,-0.1,6.4
5.722,-9.6,-0.2,5.8
5.804,-8.4,-1.0,5.6
5.806,-6.7,-1.2,6.1
5.809,-6.5,0.7,7.6
5.811,-6.5,0.4,8.1
5.901,-6.4,-0.4,8.4
5.902,-6.4,-0.9,8.6
5.909,-6.1,-1.4,8.3
5.911,-5.9,-1.3,7.9
6.001,-5.8,-0.7,7.4
6.003,-6.0,0.1,6.9
6.007,-6.5,1.0,6.5
6.009,-6.9,1.1,6.5
6.101,-7.2,0.8,6.6
6.102,-7.4,0.7,6.6
6.116,-7.2,0.7,6.9
6.118,-6.8,0.4,7.2
6.2,-6.5,0.2,7.5
6.202,-6.2,0.1,7.9
6.211,-5.9,-0.4,8.3
6.3,-5.8,-0.4,8.4
6.302,-5.9,-0.4,8.3
6.304,-6.0,-0.2,8.0
6.307,-6.2,0.4,7.3
6.401,-6.4,0.6,7.0
6.402,-6.6,0.9,6.9
6.404,-6.6,1.1,6.8
6.407,-6.9,1.2,6.8
6.501,-6.9,1.2,6.8
6.502,-6.9,1.0,6.8
6.516,-6.9,0.8,7.0
6.52,-6.8,0.3,7.4
6.601,-6.8,0.1,7.6
6.604,-6.7,0.1,7.8
6.606,-6.7,0.1,7.8
6.612,-6.4,0.1,7.5
6.7,-6.4,0.1,7.3
