accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.025,-4.4,-5.6,6.7
3.027,-4.3,-5.6,6.7
3.049,-4.3,-5.3,6.7
3.126,-4.2,-5.2,6.7
3.131,-4.3,-5.5,6.7
3.133,-4.3,-5.3,6.9
3.134,-4.5,-5.0,7.2
3.225,-4.6,-4.8,7.3
3.229,-4.5,-4.8,7.2
3.236,-4.6,-4.8,7.0
3.237,-4.5,-4.6,7.2
3.324,-4.7,-4.6,7.5
3.328,-4.5,-5.4,7.1
3.329,-4.2,-5.0,6.8
3.331,-4.0,-4.9,6.5
3.424,-3.6,-5.2,6.5
3.428,-4.0,-5.0,8.4
3.44,-3.9,-4.5,8.7
3.442,-3.3,-3.7,9.1
3.524,-2.8,-3.3,8.1
3.528,-1.3,-1.1,5.4
3.529,0.2,-1.4,4.4
3.531,-1.3,-2.0,4.7
3.625,-2.9,-4.1,4.8
3.635,-4.5,-2.8,6.7
3.636,-3.4,2.6,5.5
3.638,-1.8,5.1,9.6
3.724,-2.0,1.8,9.9
3.727,-1.4,-9.4,9.5
3.729,0.8,-9.4,16.0
3.731,6.6,-12.1,18.3
3.823,8.5,-8.9,22.5
3.842,-3.7,-15.8,22.2
3.844,-4.6,-12.3,14.9
3.847,-5.4,-11.0,9.5
3.924,-8.2,-10.3,2.5
3.927,-4.3,-6.3,-4.2
3.929,-2.2,3.1,-3.5
3.931,-6.0,8.4,-5.3
4.024,-19.7,3.8,-8.0
4.027,-37.7,38.9,10.9
4.029,-37.9,38.5,36.5
4.031,-15.4,9.8,-6.1
4.124,-3.6,5.2,-5.4
4.127,-1.3,-25.3,0.3
4.129,-0.5,-6.6,-5.9
4.131,-1.2,4.2,-4.3
4.224,2.3,7.9,3.0
4.238,-3.0,3.1,5.2
4.24,1.1,-4.1,1.5
4.242,9.8,-3.5,-2.5
4.325,16.6,-0.8,1.4
4.338,-38.8,-5.7,18.4
4.34,-8.3,-7.6,27.0
4.341,-14.9,9.1,16.5
4.424,-15.2,4.7,0.7
4.432,12.3,0.1,3.0
4.433,2.0,0.7,10.9
4.435,-5.4,5.4,13.7
4.524,-0.2,1.2,12.6
4.527,-3.7,4.2,10.4
4.529,-4.2,2.4,10.7
4.531,-5.1,2.3,9.2
4.623,-5.7,0.4,8.4
4.626,-2.4,0.6,8.5
4.628,-1.8,-4.8,8.6
4.724,-1.8,-0.9,8.1
4.725,-2.6,1.4,10.5
4.729,-3.4,1.9,7.5
4.73,-2.4,2.0,8.0
4.824,-2.3,3.0,7.4
4.83,-1.5,1.3,11.2
4.834,-1.4,-0.8,10.1
4.835,0.4,-0.2,9.4
4.924,0.1,0.5,10.1
4.925,-0.2,2.8,11.1
4.929,0.3,4.2,10.0
4.93,-0.9,2.2,9.5
5.024,-2.3,1.3,9.3
5.029,-2.3,-0.1,9.5
5.032,-2.3,0.0,9.5
5.034,-2.2,0.5,9.7
5.124,-2.2,1.2,9.1
5.125,-1.6,1.5,9.3
5.129,-1.0,1.6,9.9
5.135,-0.5,1.8,10.0
5.224,-0.3,2.1,9.9
5.225,-0.4,2.4,9.8
5.229,-0.8,2.1,9.8
5.235,-0.9,1.6,9.8
5.324,-1.1,1.2,9.7
5.325,-1.3,1.3,9.6
5.329,-1.6,1.5,9.7
5.341,-1.7,1.3,9.7
5.427,-1.6,1.0,9.6
5.429,-1.4,0.9,9.6
5.434,-1.4,1.1,9.8
5.436,-1.3,1.2,9.7
5.523,-1.1,1.2,9.7
5.526,-0.9,1.2,9.8
5.53,-0.7,1.3,9.9
5.532,-0.7,1.4,9.7
5.624,-0.7,1.5,9.8
5.625,-0.8,1.6,9.8
5.628,-1.0,1.6,9.7
5.63,-1.2,1.6,9.7
5.724,-1.3,1.5,9.7
5.725,-1.4,1.4,9.7
5.743,-1.5,1.4,9.6
5.759,-1.4,1.4,9.6
5.829,-1.4,1.4,9.6
5.831,-1.3,1.4,9.7
5.835,-1.1,1.5,9.7
5.837,-1.0,1.5,9.8
5.924,-0.9,1.6,9.8
5.926,-0.9,1.6,9.8
5.929,-0.9,1.6,9.8
5.934,-1.0,1.6,9.7
