accel_time_list,accel_x_list,accel_y_list,accel_z_list
2.001,-3.7,-5.7,7.2
2.003,-3.7,-5.5,7.2
2.004,-3.7,-5.3,7.3
2.012,-3.8,-5.3,7.6
2.101,-3.9,-5.2,7.2
2.107,-3.8,-5.4,7.3
2.109,-3.7,-5.5,7.4
2.111,-3.6,-5.7,7.4
2.2,-3.5,-5.1,7.2
2.202,-3.4,-5.3,7.3
2.204,-3.5,-5.4,7.3
2.305,-3.6,-5.5,7.4
2.319,-3.7,-5.5,7.2
2.32,-3.6,-5.6,7.1
2.322,-3.5,-5.8,7.2
2.399,-3.4,-5.8,7.2
2.406,-3.3,-5.5,7.1
2.408,-3.4,-5.2,7.0
2.409,-3.3,-5.6,7.4
2.499,-3.4,-5.5,7.6
2.503,-3.5,-5.5,6.9
2.504,-3.5,-5.3,7.0
2.506,-3.3,-5.7,7.6
2.599,-3.9,-5.7,7.5
2.608,-4.1,-5.3,6.9
2.609,-4.5,-5.4,7.1
2.611,-5.6,-5.0,7.5
2.699,-6.3,-4.8,8.1
2.706,-4.6,-5.6,6.3
2.708,-3.4,-6.1,5.5
2.71,-4.5,-9.3,5.2
2.799,-3.6,-9.8,6.3
2.803,-2.5,-0.3,8.1
2.804,-0.5,-5.8,5.7
2.807,-0.4,-3.5,6.6
2.902,-2.2,-3.6,5.7
2.905,-2.5,-0.3,6.7
2.907,-3.8,1.8,4.7
2.908,-7.1,4.5,4.1
3.024,-8.4,4.4,4.4
3.028,-1.4,1.2,3.8
3.029,-0.8,-1.5,2.0
3.039,-1.0,-2.8,-0.0
3.101,-0.3,-0.4,-1.4
3.104,11.1,-1.0,-8.0
3.106,15.9,-5.9,-5.8
3.108,8.6,-0.8,14.3
3.109,22.7,-39.2,-0.4
3.199,27.6,-7.0,-10.9
3.2,10.2,-26.1,16.2
3.202,-16.5,-19.7,29.7
3.3,-11.9,-29.1,4.6
3.303,-6.4,13.8,-3.3
3.305,35.2,3.3,-5.2
3.306,36.5,-20.5,-4.5
3.424,13.7,-22.6,-3.0
3.427,3.3,2.3,0.2
3.443,0.9,2.6,-2.1
3.445,-1.0,1.9,-3.7
3.503,0.3,0.1,-4.9
3.507,5.1,2.1,-3.0
3.508,3.0,1.4,-1.9
3.51,-0.2,-0.4,0.9
3.512,-1.2,-2.9,3.3
3.601,-1.8,-4.0,2.5
3.603,0.2,-3.3,1.5
3.605,2.1,-0.7,1.0
3.703,3.7,1.7,2.1
3.706,1.6,4.3,-4.4
3.708,-4.8,5.5,-12.0
3.71,-11.7,5.3,-24.5
3.798,3.9,15.6,-35.7
3.814,4.4,-2.5,-7.1
3.816,-5.9,14.6,-21.0
3.901,-4.5,2.3,-8.0
3.903,-0.5,6.4,-13.1
3.906,-1.3,2.3,-5.2
3.908,-3.1,-6.9,-8.2
4.024,-0.1,-8.0,-4.5
4.026,0.5,-2.2,-1.6
4.029,2.7,4.4,-1.8
4.03,1.6,2.1,-5.4
4.101,3.1,0.1,-18.9
4.103,-0.1,0.5,-18.3
4.106,2.2,-0.3,-17.8
4.115,2.1,-0.6,-12.3
4.118,0.9,-1.4,-7.8
4.12,-1.6,3.8,-5.5
4.206,-1.6,4.5,-5.4
4.208,2.3,-0.4,-9.9
4.3,4.0,-2.6,-11.0
4.302,2.2,0.3,-12.2
4.307,0.6,1.9,-11.0
4.309,1.3,1.2,-9.4
4.399,1.3,1.3,-8.4
4.4,-0.3,1.8,-7.8
4.408,-0.8,0.3,-9.9
4.41,-0.4,-0.1,-10.6
4.509,-0.4,-0.0,-10.3
4.51,-0.2,0.1,-10.1
4.514,0.4,0.4,-9.6
4.515,0.4,0.4,-9.5
4.599,0.6,0.5,-9.6
4.612,0.7,0.6,-9.8
4.615,0.5,0.6,-10.1
4.617,0.4,0.6,-9.9
4.702,0.4,0.5,-9.6
4.703,0.4,0.5,-9.5
4.71,0.3,0.3,-9.7
4.713,0.3,0.4,-9.7
4.803,0.3,0.5,-9.8
4.805,0.2,0.5,-9.8
4.808,0.2,0.5,-9.8
4.81,0.2,0.5,-9.8
4.899,0.2,0.4,-9.7
4.902,0.3,0.4,-9.8
4.906,0.4,0.4,-9.8
4.907,0.4,0.4,-9.9
4.999,0.4,0.4,-9.9
5.004,0.4,0.4,-9.8
5.011,0.4,0.5,-9.7
5.014,0.4,0.6,-9.7
5.099,0.4,0.6,-9.8
5.1,0.4,0.6,-9.8
5.104,0.3,0.5,-9.7
5.105,0.3,0.5,-9.7
5.199,0.3,0.4,-9.7
