file,activity_type,label,subactivity,age,height,weight,gender,timestamp,x,y,z,x_filtered,y_filtered,z_filtered,x_norm,y_norm,z_norm,acc_magnitude,acc_magnitude_norm
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,102.0,-0.1348443180322647,0.8895576596260071,0.3311501145362854,-0.025742037211595403,0.5560277871502451,0.14468755930268712,0.7020390669060897,-0.3057418058231713,0.29702698639135344,0.958726352126758,0.8213171944718534
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,152.0,0.484375,4.28125,0.8046875,-9.233575440352299,2.278581367590414,-5.345972323904613,-0.2049383868070959,-0.035095946343279144,-0.06080869218351134,4.383063161281303,0.2166314032680724
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,157.0,-3.125,0.0546875,-2.234375,-11.878750010763742,1.3598762006203253,17.000454039217377,-0.4654897664270102,-0.17944196399208914,1.39554606507019,3.842010848928104,1.482035411460368
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,159.0,-46.33333206176758,56.16666793823242,-64.66666412353516,-22.194923667339033,12.556198867509723,-7.937261329027814,-1.4816394408892215,1.579712819698386,-0.22968742065252046,97.38197829216551,2.1779587545965966
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,167.0,0.0,0.0,0.0,-9.197601477776205,3.439798543947601,-7.18426848388871,-0.20139492858530508,0.147353310566161,-0.18061359137993127,0.0,0.30804899737841124
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,169.0,-21.5,50.0,99.33333587646484,-16.687291483369584,7.710993202939046,27.00148766228316,-0.9391341635346644,0.8184390536251801,2.0473305006541542,113.26677189867546,2.396534506433326
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,176.0,-105.6666641235352,-11.8333330154419,81.5,-12.585152496835677,-10.415014773128668,30.45271222334595,-0.5350708611387862,-2.0295008092199875,2.2722526974376764,133.9691071749392,3.0932679615702847
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,176.0,-1.7265625,-2.5234375,0.2109375,-13.796662094787937,-6.706651668795071,22.081099110880327,-0.6544053280205427,-1.4468465852628893,1.7266603783746541,3.0648408623807453,2.3458404542673956
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,184.0,0.98974609375,-0.095703125,-0.13232421875,-15.066522135446775,12.231348746170154,-2.6742003910833425,-0.7794873506661771,1.5286727003718055,0.11331524608889712,1.003128165837221,1.7196747075266272
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,189.0,0.7216796875,0.1259765625,0.77001953125,-4.1698127292785925,7.2301591526644815,-4.149277475296658,0.2938454648132946,0.7428908986757687,0.01718195417000735,1.0628366497989632,0.7990790099081146
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,223.0,0.939208984375,-0.093017578125,0.580322265625,-3.8614226789516555,0.9376900863393975,-0.97900280355276,0.324222081151792,-0.245775415129696,0.22379416701199403,1.1079439147136882,0.4643375300114841
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,ADL,0,ADL_Aplausing,67,156,76,F,228.0,-0.727294921875,0.523193359375,0.370361328125,-0.6318499304771075,2.8892756978661964,-3.1624898433496758,0.6423370534528585,0.06085572318606653,0.08149258884744956,0.9694620714859216,0.6503394123994478
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,139.0,0.407495379447937,0.7694447040557861,-0.3374048471450806,-23.83102595733761,-0.46425005004597547,-3.516105919082689,-1.6427965583161153,-0.4660468176914787,0.058446825477202535,0.933777097463795,1.7086240662310686
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,181.0,0.7109375,-0.4921875,-2.78125,-1.2034714605897308,2.1978218469995485,-4.939431638801243,0.5860319687309364,-0.047784799746558256,-0.03431374166450785,2.9125645446174238,0.5889773241207972
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,183.0,0.5,52.66666793823242,-101.0,-6.01242774375492,16.114034517502656,-9.406606198120055,0.11234671251903716,2.1387163237487408,-0.3254471343255859,113.90798001771446,2.1662514015053516
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,186.0,0.609375,-2.0546875,0.125,-5.139374160317352,2.8079199118271188,5.44270683403656,0.19834304644394157,0.04807318516447308,0.6423079476243208,2.1467891403864634,0.6739514038755973
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,187.0,-63.16666793823242,46.66666793823242,99.16666412353516,-3.5013673730554693,16.428886482219802,10.834595422289134,0.3596877580640457,2.1881855429169654,0.9937065322786645,126.49835219585354,2.4300172686269623
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,190.0,-0.5625,1.8125,0.1171875,-5.105104683392059,2.2861096685947717,0.7430619986426672,0.2017186117437203,-0.03391310737740671,0.3360240701841308,1.9013930183305738,0.3933861625920705
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,191.0,-10.0,-58.66666793823242,-175.3333282470703,-2.9391058017125706,-12.797788570417243,-32.87525992662094,0.41507088088677346,-2.4038797949514747,-1.8549393649153822,185.1581862116005,3.064591645268379
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,195.0,0.697265625,-0.037109375,0.804443359375,-12.075156321900748,1.9968458145359005,18.09839833857371,-0.4848359131445953,-0.07936194872968796,1.4671009695360775,1.0652162108990206,1.547174662536401
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,ADL,0,ADL_Aplausing,67,156,76,F,201.0,-1.2578125,-1.390625,0.7421875,2.341748833594958,-0.862619773172663,-5.249519229464269,0.935238425287284,-0.5286382617723289,-0.054522679348284545,2.016624025676948,1.075686778996016
