accel_time_list,accel_x_list,accel_y_list,accel_z_list
2.7,-9.6,-2.1,0.2
2.705,-9.4,-1.8,0.3
2.707,-9.5,-1.9,0.3
2.708,-10.1,-2.3,0.1
2.8,-10.2,-2.4,0.2
2.806,-10.1,-2.3,0.2
2.808,-10.0,-2.3,0.4
2.81,-10.0,-2.4,0.7
2.9,-9.9,-2.0,0.6
2.901,-9.5,-1.9,1.0
2.903,-9.3,-2.5,0.9
2.905,-9.3,-2.8,0.8
3.0,-8.7,-2.0,1.4
3.001,-8.8,-1.7,1.6
3.011,-9.2,-1.9,1.9
3.013,-8.9,-2.2,1.9
3.106,-8.5,-1.8,2.4
3.109,-8.9,-1.4,2.2
3.11,-8.6,-1.3,2.0
3.112,-7.9,-1.4,2.1
3.21,-9.4,-2.1,2.0
3.212,-9.9,-2.3,1.8
3.214,-9.9,-2.1,1.6
3.215,-9.9,-1.9,1.9
3.301,-11.9,-1.5,2.5
3.303,-12.2,-1.0,2.1
3.309,-11.4,-1.1,2.5
3.311,-12.3,-2.2,1.4
3.402,-12.5,-3.8,2.1
3.411,-9.3,-4.9,5.8
3.413,-6.5,-5.3,6.8
3.415,-3.4,-5.8,7.1
3.501,-2.3,-9.8,13.8
3.503,4.6,-9.5,12.7
3.505,15.2,-8.5,11.2
3.506,13.8,-5.8,13.2
3.603,2.4,0.4,6.6
3.605,5.7,-3.7,6.7
3.607,8.6,-9.5,6.6
3.612,4.9,-8.7,5.5
3.701,3.1,-2.8,3.0
3.703,10.1,0.5,3.7
3.705,17.3,4.3,4.3
3.706,14.3,4.4,3.9
3.81,15.6,2.0,3.9
3.814,16.3,2.4,4.9
3.818,13.1,-1.7,6.4
3.82,5.4,-5.7,8.5
3.901,-1.7,-5.9,2.1
3.903,3.0,-2.6,0.9
3.904,8.0,-3.2,2.6
3.906,8.9,-5.1,3.6
4.005,5.3,-4.2,5.0
4.007,5.9,-4.1,7.1
4.008,5.1,-5.6,8.0
4.01,2.6,-7.3,6.7
4.106,0.3,-7.2,6.0
4.107,1.1,-5.7,6.9
4.109,2.4,-5.1,7.5
4.111,2.8,-5.4,7.7
4.205,-0.1,-6.8,7.8
4.207,-1.3,-12.5,11.0
4.213,-1.0,-24.4,8.2
4.215,-4.3,-16.7,5.5
4.302,3.9,-8.1,5.8
4.303,2.6,-5.5,5.5
4.305,0.8,-5.5,3.8
4.307,0.4,-6.3,3.3
4.401,3.3,-4.3,4.4
4.403,3.7,-3.9,4.5
4.404,2.9,-5.0,3.9
4.406,2.0,-6.9,3.2
4.501,1.5,-9.7,3.5
4.503,1.5,-11.3,3.7
4.504,2.0,-14.0,3.9
4.527,1.6,-14.3,3.3
4.601,1.5,-9.4,3.2
4.603,1.5,-8.5,3.0
4.604,1.1,-7.6,2.8
4.606,0.9,-6.9,2.7
4.701,2.1,-8.0,3.0
4.702,2.3,-8.5,2.8
4.704,2.2,-8.8,2.8
4.706,2.1,-9.2,2.7
4.802,1.5,-9.6,1.5
4.803,1.0,-9.5,1.1
4.805,0.9,-10.3,0.8
4.899,0.5,-11.7,0.7
4.902,0.2,-11.4,0.9
4.904,0.7,-10.1,1.5
4.914,0.9,-9.3,2.2
4.999,0.9,-9.0,2.5
5.002,1.1,-8.5,2.9
5.004,1.6,-8.2,3.1
5.006,2.0,-8.2,3.2
5.099,2.1,-8.3,3.0
5.103,2.2,-8.8,2.9
5.104,2.1,-9.6,3.1
5.106,2.0,-10.1,3.3
5.199,1.7,-9.9,3.5
5.202,1.5,-9.0,3.7
5.204,1.3,-9.0,3.8
5.206,1.4,-9.0,3.9
5.299,1.4,-8.8,4.3
5.302,1.5,-7.9,4.6
5.312,1.5,-8.1,4.4
5.314,1.4,-8.5,4.1
5.399,1.4,-8.7,3.8
5.406,1.3,-9.0,3.2
5.408,1.3,-9.3,3.0
5.409,1.2,-9.5,2.8
5.499,1.1,-9.8,2.8
5.502,1.0,-9.6,3.2
5.504,1.1,-9.2,3.4
5.506,1.3,-8.9,3.6
5.598,1.3,-8.8,3.6
5.606,1.3,-8.6,3.6
5.608,1.4,-8.8,3.5
5.609,1.5,-9.0,3.4
5.699,1.5,-9.2,3.3
