accel_time_list,accel_x_list,accel_y_list,accel_z_list
5.63,-9.1,-1.2,0.2
5.631,-9.7,-1.1,0.0
5.633,-10.0,-1.3,-0.1
5.635,-9.9,-1.4,-0.3
5.636,-9.7,-1.3,-0.1
5.725,-9.8,-1.4,-0.1
5.727,-9.9,-1.5,-0.2
5.728,-9.8,-1.5,-0.1
5.741,-9.9,-1.6,-0.1
5.743,-10.3,-1.6,-0.1
5.828,-10.5,-1.5,-0.2
5.83,-10.4,-1.5,-0.2
5.831,-10.4,-1.5,-0.1
5.833,-10.7,-1.4,0.1
5.835,-10.6,-1.4,0.1
5.924,-10.1,-1.5,0.1
5.926,-9.8,-1.4,0.3
5.931,-9.6,-1.5,0.5
5.933,-9.5,-1.5,0.7
5.934,-9.7,-1.6,0.7
6.025,-9.8,-1.5,0.9
6.026,-9.6,-1.5,0.9
6.028,-9.3,-1.4,1.0
6.03,-9.1,-1.4,1.2
6.031,-9.1,-1.5,1.4
6.125,-8.9,-1.6,1.4
6.126,-8.7,-1.7,1.7
6.138,-8.6,-1.6,2.1
6.141,-8.6,-1.7,2.3
6.144,-8.7,-1.9,2.6
6.225,-8.7,-1.8,2.9
6.227,-8.6,-1.8,3.2
6.228,-8.5,-2.0,3.4
6.23,-8.8,-2.2,4.3
6.24,-9.2,-2.6,4.2
6.351,-9.4,-3.1,4.4
6.353,-10.1,-3.7,4.6
6.354,-10.5,-5.2,5.9
6.356,-11.0,-6.7,6.8
6.362,-11.9,-6.8,6.2
6.426,-13.2,-6.4,5.6
6.428,-14.7,-6.0,6.1
6.433,-15.9,-5.6,5.2
6.435,-16.3,-4.5,4.0
6.437,-17.5,-3.7,2.8
6.438,-19.5,-3.1,1.2
6.531,-19.8,-2.4,-0.2
6.533,-18.4,-2.1,-0.8
6.536,-18.1,-2.3,-1.3
6.54,-18.0,-2.3,-1.2
6.624,-17.9,-2.2,-0.6
6.626,-18.2,-1.9,-0.7
6.627,-16.3,-1.8,-1.0
6.632,-13.7,-0.7,-0.6
6.725,-10.8,0.1,0.3
6.726,-8.8,-0.9,2.9
6.728,-7.2,-1.9,2.8
6.73,-4.5,-1.3,1.5
6.736,-1.5,1.7,1.5
6.825,0.8,2.8,1.2
6.826,-0.1,1.6,0.9
6.828,-2.2,0.6,-0.2
6.83,0.7,0.6,0.4
6.831,3.2,2.7,2.5
6.925,7.3,3.3,4.6
6.936,6.5,2.5,3.8
6.947,6.5,3.1,2.1
6.949,9.6,3.5,2.3
6.951,11.6,5.5,4.5
7.025,9.9,6.2,3.7
7.027,10.0,8.3,3.1
7.029,10.7,6.2,4.4
7.031,9.3,4.6,4.6
7.032,8.4,7.6,3.1
7.125,10.6,8.8,0.2
7.126,14.3,7.0,0.4
7.128,15.2,3.5,-0.4
7.129,17.1,3.0,-0.4
7.131,14.2,2.6,-1.7
7.225,16.3,3.5,-1.1
7.226,21.7,3.2,-0.7
7.232,18.8,1.1,0.7
7.238,15.5,0.4,3.1
7.239,10.6,0.3,6.2
7.33,5.0,-0.5,7.1
7.331,2.0,-1.4,5.7
7.333,0.9,-2.4,4.5
7.335,0.3,-3.1,3.4
7.336,-0.5,-2.3,1.8
7.424,-2.7,-2.3,2.1
7.426,-3.4,-0.4,4.3
7.432,-36.4,22.2,39.2
7.434,-15.7,-29.8,38.1
7.436,5.5,-12.1,13.6
7.53,2.5,3.0,3.9
7.532,-0.3,-1.6,5.5
7.533,-5.7,-1.5,1.9
7.535,-2.0,0.7,1.8
7.537,1.3,1.9,2.2
7.624,3.2,1.9,2.9
7.63,4.0,2.3,3.9
7.631,4.9,2.1,5.4
7.633,5.6,1.1,7.7
7.646,5.2,1.2,11.4
7.724,1.4,5.7,20.3
7.726,-5.0,8.6,20.0
7.731,-3.1,1.0,13.0
7.733,0.9,-1.4,9.1
7.735,-0.2,-1.3,7.5
7.824,-2.7,-1.3,6.1
7.826,-2.2,-0.2,6.7
7.828,-0.2,0.3,8.4
7.831,0.6,-0.3,10.3
7.832,0.8,0.1,11.5
7.924,1.2,1.0,11.8
7.926,0.8,1.6,11.3
7.932,0.7,1.7,10.2
7.934,0.7,1.7,9.6
7.936,0.8,1.6,9.1
8.024,1.0,1.6,8.7
8.026,1.1,1.6,9.1
8.027,0.8,1.7,9.6
8.039,0.6,1.8,11.0
8.041,0.4,1.8,11.7
8.124,0.4,1.8,11.5
8.127,0.7,2.1,11.7
8.132,0.7,2.3,12.0
8.134,0.5,2.4,11.1
8.136,0.6,2.5,10.9
8.224,1.0,2.5,9.9
8.225,1.5,2.8,9.5
8.227,1.6,2.0,9.4
8.229,1.8,1.8,9.1
8.23,2.4,1.6,8.9
8.326,2.9,1.2,8.7
8.327,3.3,0.9,8.5
8.329,3.5,0.8,8.2
8.331,3.5,0.9,8.3
8.425,3.3,0.7,8.3
8.426,3.1,-0.1,8.1
8.428,3.5,-0.4,8.0
8.44,4.0,0.2,8.1
8.442,4.1,0.9,8.1
8.444,4.3,0.9,8.0
8.53,4.4,0.9,7.8
8.531,4.6,1.0,7.7
8.533,4.6,1.0,8.0
8.535,4.4,1.2,7.9
8.624,4.3,1.3,7.5
8.626,4.1,1.3,7.2
8.628,4.1,1.3,7.2
8.629,4.0,1.5,7.2
8.631,3.9,1.5,7.2
8.728,3.6,1.5,7.4
8.73,3.3,1.4,7.3
8.732,3.1,1.4,7.3
8.733,2.8,1.4,7.3
8.735,2.3,1.3,7.3
8.824,1.9,1.4,7.3
8.832,1.0,3.1,7.9
8.844,-0.5,3.4,11.1
8.846,-0.0,2.1,15.7
8.849,-0.6,6.0,20.9
8.925,-2.9,3.2,17.5
8.926,-0.6,-2.0,12.6
8.928,1.2,-2.1,10.3
8.93,0.3,-0.5,8.9
8.931,-0.5,0.9,7.7
9.024,0.2,1.2,7.4
9.026,1.5,1.0,7.5
9.032,2.0,1.3,8.3
9.034,1.8,1.8,9.1
9.035,1.5,2.6,10.3
9.124,1.0,3.2,11.0
9.126,0.6,3.1,10.8
9.128,0.5,2.6,10.1
9.129,0.6,2.3,9.3
9.131,0.6,2.2,8.9
9.223,0.7,2.1,9.0
9.236,0.8,2.1,9.4
9.238,0.9,2.1,9.9
9.241,0.9,2.0,10.1
9.249,0.9,1.9,10.1
9.324,0.9,1.6,9.8
9.327,0.8,1.5,9.6
9.329,0.8,1.7,9.4
9.331,0.8,1.9,9.3
9.333,0.8,2.1,9.4
