accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.8,-10.0,-5.1,2.0
4.802,-10.9,-5.7,1.7
4.805,-14.4,-6.2,1.6
4.807,-16.2,-6.2,1.6
4.9,-15.5,-6.0,1.5
4.901,-12.6,-5.1,1.5
4.911,-10.8,-3.5,1.3
4.913,-12.1,-3.1,1.4
5.0,-13.2,-3.3,1.1
5.005,-14.3,-3.0,0.8
5.009,-14.6,-2.5,1.2
5.01,-13.9,-2.4,1.4
5.1,-12.9,-2.1,1.5
5.101,-11.8,-1.9,1.6
5.105,-10.2,-1.6,1.2
5.111,-9.4,-1.4,1.3
5.176,-8.4,-1.1,1.1
5.178,-7.3,-1.1,0.6
5.187,-5.5,-1.2,0.6
5.189,-4.8,-1.0,1.2
5.324,-4.1,-0.7,1.6
5.326,-3.8,0.0,2.3
5.329,-3.9,1.7,2.4
5.403,-5.0,2.0,2.2
5.406,-6.5,2.8,2.5
5.409,-7.6,1.3,2.1
5.412,-11.0,0.0,1.0
5.414,-12.6,-1.2,-0.0
5.416,-12.8,-1.9,0.0
5.499,-10.4,-3.9,-0.3
5.504,-7.8,-3.9,-0.0
5.506,-8.0,-2.7,1.6
5.599,-9.3,-1.4,1.8
5.6,-8.4,-2.5,-0.3
5.604,-8.8,-2.8,1.7
5.699,-8.7,-2.7,2.2
5.701,-7.7,-2.5,2.0
5.703,-8.3,-1.5,3.0
5.722,-7.5,1.1,2.3
5.799,-4.5,-1.1,1.2
5.801,0.0,-1.9,0.6
5.806,4.3,2.0,0.8
5.809,2.5,-0.0,3.2
5.875,0.7,1.7,6.9
5.877,-2.8,-2.4,10.7
5.878,0.4,-3.2,11.2
5.881,-19.0,2.2,-32.6
5.998,-38.7,-11.9,-17.8
6.004,-36.4,15.9,35.3
6.005,-37.1,-9.8,39.0
6.101,-31.7,-0.3,35.1
6.105,14.7,15.1,-13.5
6.108,33.7,12.0,-39.1
6.11,5.9,-12.3,-24.6
6.129,-5.9,-18.6,39.2
6.2,-5.5,-8.4,34.0
6.202,-14.8,10.0,8.8
6.204,-11.2,5.9,1.8
6.207,-2.8,5.8,-2.7
6.274,-0.2,3.9,-3.0
6.276,1.5,5.4,-3.8
6.277,3.6,4.9,-7.0
6.28,5.4,-5.3,-3.0
6.398,3.9,-9.2,-0.1
6.4,4.8,-7.2,1.7
6.401,7.0,-5.3,2.2
6.501,11.9,-1.4,1.9
6.502,11.7,-0.7,3.0
6.504,8.6,-1.6,5.1
6.522,5.0,-1.6,7.7
6.526,2.4,1.4,12.8
6.613,2.9,3.4,11.3
6.614,3.6,4.5,5.2
6.617,0.6,4.6,5.6
6.621,0.4,3.8,13.5
6.697,0.2,12.5,18.4
6.699,-0.4,11.1,17.9
6.702,-1.0,6.9,13.0
6.803,0.8,5.5,9.1
6.804,-0.2,4.3,7.8
6.806,-0.3,1.8,7.5
6.808,0.1,0.2,7.8
6.811,0.8,0.5,9.0
6.906,1.1,0.8,9.3
6.919,1.4,0.4,9.4
6.921,1.7,0.5,9.3
6.924,1.6,3.5,9.2
7.002,1.5,4.9,9.0
7.004,1.7,6.0,8.9
7.01,1.7,6.4,8.7
7.013,1.3,5.7,8.6
7.098,1.1,5.0,8.7
7.1,1.0,4.8,8.9
7.102,0.9,4.7,9.0
7.199,0.9,3.7,9.2
7.201,0.9,2.6,9.0
7.202,0.9,1.7,9.1
7.204,1.2,1.3,9.1
7.274,1.6,2.3,9.2
7.289,1.7,2.7,8.9
7.291,1.6,3.9,8.9
7.293,1.3,4.9,8.8
7.398,1.1,6.4,9.0
7.399,1.0,5.5,8.7
7.404,1.0,4.8,8.6
7.406,0.9,4.4,8.5
7.502,1.0,4.3,8.8
7.504,1.2,3.4,8.9
7.505,1.2,2.9,9.0
7.507,1.2,2.6,9.1
7.599,1.3,2.7,9.3
7.601,1.3,3.0,9.3
7.602,1.2,3.5,9.2
7.604,1.1,4.1,9.0
7.699,1.0,4.8,8.8
7.701,1.1,5.1,8.8
7.702,1.1,5.1,8.7
7.704,1.2,4.7,8.7
7.799,1.3,3.8,8.9
