accel_time_list,accel_x_list,accel_y_list,accel_z_list
5.8,-8.6,-3.5,2.0
5.805,-8.3,-3.5,2.0
5.808,-7.8,-3.3,1.5
5.81,-7.6,-3.2,1.5
5.9,-7.6,-2.6,1.5
5.901,-7.4,-2.3,1.4
5.908,-7.7,-2.2,1.0
5.91,-7.7,-1.9,0.9
6.002,-7.3,-1.7,0.6
6.004,-7.2,-1.6,0.7
6.007,-8.3,-2.4,0.8
6.009,-9.1,-2.8,0.7
6.1,-9.8,-3.0,0.3
6.101,-10.9,-2.6,0.0
6.12,-9.8,-1.3,1.1
6.121,-10.2,0.2,0.6
6.199,-12.5,-0.8,0.6
6.201,-11.9,-1.8,1.3
6.204,-5.8,1.3,2.5
6.3,-4.3,1.2,2.8
6.301,-4.5,3.3,2.1
6.303,-8.4,3.3,0.1
6.306,-16.0,5.1,-2.8
6.4,-11.0,2.6,-4.8
6.401,-13.3,3.2,-5.1
6.403,-5.1,-0.6,-0.7
6.406,-1.8,-0.9,-1.4
6.475,1.3,-3.5,-1.3
6.477,-0.9,-5.0,1.6
6.489,-2.3,-4.3,6.4
6.493,-8.6,-6.4,7.2
6.6,-8.7,-3.8,6.7
6.602,-9.1,-5.4,3.0
6.604,-8.2,-2.1,3.6
6.701,-9.9,-1.2,5.5
6.703,-9.8,-2.3,3.2
6.705,-7.3,-3.5,3.4
6.706,-6.9,-1.0,6.3
6.71,-8.7,-1.6,-0.7
6.8,-7.4,-0.6,1.4
6.802,-7.0,1.6,-3.3
6.803,-4.9,8.0,-9.8
6.807,-12.3,-10.7,7.1
6.9,-0.9,-8.5,24.3
6.91,-3.2,-2.7,12.5
6.917,-10.1,-22.0,17.6
6.92,-19.4,-21.6,29.2
7.0,-14.7,-28.3,23.5
7.001,-0.2,-8.7,-0.1
7.003,9.1,6.7,-6.7
7.006,18.0,-18.1,21.9
7.099,2.9,-24.7,19.6
7.1,2.6,-7.7,3.0
7.102,1.7,2.7,-0.2
7.107,-9.0,-9.2,3.5
7.2,-2.9,-2.8,6.5
7.201,-2.1,-0.7,7.1
7.203,-4.3,0.5,5.4
7.211,-0.5,-1.3,5.8
7.304,3.2,-3.8,7.0
7.306,5.2,-5.1,7.8
7.307,4.9,-4.0,7.8
7.311,6.3,-2.7,6.5
7.4,7.6,-3.7,7.5
7.402,7.3,-3.4,7.6
7.409,6.2,-2.3,6.9
7.412,4.3,-4.3,8.0
7.499,2.1,-3.3,8.3
7.501,0.5,-1.5,7.8
7.503,0.3,-0.1,7.5
7.506,2.7,-0.3,9.7
7.599,1.6,-1.6,10.9
7.601,-0.5,-2.7,11.0
7.603,-2.2,-3.5,10.8
7.614,-4.7,-4.8,9.2
7.7,-3.4,-5.8,8.5
7.702,-0.9,-8.5,8.4
7.705,0.0,-8.9,7.9
7.715,-0.9,-8.8,5.3
7.799,-0.4,-9.3,3.2
7.801,0.6,-9.9,2.0
7.803,1.5,-10.1,1.7
7.806,2.0,-9.9,2.1
7.903,2.0,-9.5,2.3
7.905,2.0,-9.8,1.8
7.907,2.2,-10.8,1.6
7.999,1.5,-10.4,2.0
8.001,1.4,-9.6,2.5
8.007,1.3,-8.5,3.2
8.009,1.1,-8.1,3.9
8.104,1.0,-8.5,4.4
8.106,0.9,-8.7,4.3
8.107,0.7,-8.8,4.4
8.109,0.6,-9.0,4.2
8.203,0.3,-9.2,3.6
8.204,0.3,-9.2,3.4
8.206,0.4,-9.1,3.2
8.208,0.7,-9.0,3.2
8.306,1.0,-9.1,3.4
8.308,1.0,-8.7,3.5
8.31,0.9,-8.7,3.8
8.313,0.9,-8.8,3.9
8.399,0.8,-9.1,3.9
8.401,0.8,-9.1,3.8
8.403,0.8,-9.1,3.7
8.412,0.9,-9.1,3.6
8.499,1.2,-8.9,3.6
8.507,1.0,-8.9,3.6
8.512,0.6,-8.8,3.5
8.513,0.6,-9.0,3.6
8.599,1.0,-9.1,3.8
8.601,1.0,-9.0,3.8
8.602,0.9,-8.8,3.7
8.612,0.8,-8.9,3.6
8.701,0.4,-9.1,3.7
8.703,0.6,-9.0,3.8
8.705,0.8,-9.1,3.8
8.712,1.1,-9.2,3.7
8.799,1.1,-8.7,3.6
