accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.7,-10.0,-2.8,1.3
3.792,-10.0,-2.9,1.2
3.808,-10.0,-2.7,1.4
3.817,-10.0,-2.6,1.4
3.819,-10.2,-2.7,1.2
3.892,-10.3,-2.8,1.2
3.895,-9.6,-2.7,1.4
3.897,-9.4,-2.5,1.5
3.899,-9.3,-2.4,1.4
3.992,-9.0,-2.4,1.4
3.998,-8.5,-2.3,1.3
4.0,-8.7,-2.3,1.3
4.002,-8.7,-2.3,1.3
4.094,-8.6,-2.3,1.2
4.097,-8.8,-2.5,1.0
4.099,-9.2,-1.6,0.4
4.1,-9.3,-0.5,-0.4
4.191,-8.3,-0.2,-2.7
4.203,-7.8,2.3,-4.6
4.204,-9.0,0.6,-2.7
4.292,-9.0,-2.7,-2.3
4.297,-8.7,-1.4,-2.0
4.301,-8.9,0.5,-2.6
4.303,-9.6,0.3,-4.6
4.392,-9.0,1.2,-6.2
4.394,-8.9,1.0,-7.1
4.401,-12.1,-1.9,-7.3
4.403,-12.8,1.1,-7.5
4.496,-2.1,1.9,-4.0
4.498,4.5,0.1,1.4
4.501,6.2,-12.7,-1.3
4.503,-13.6,-18.0,37.6
4.592,5.0,-18.1,39.0
4.602,-18.9,7.7,12.0
4.605,-38.8,-7.7,22.7
4.607,-30.7,-9.2,16.2
4.692,-9.2,-12.5,14.7
4.697,-3.8,-5.2,16.0
4.7,-19.5,-10.6,29.5
4.702,-14.8,-1.3,25.9
4.792,-3.1,11.1,22.7
4.794,0.8,16.6,20.2
4.797,2.0,-16.1,20.1
4.798,-37.1,-14.6,-10.5
4.898,-30.9,-6.1,-10.1
4.899,-7.4,-4.9,-5.5
4.909,-6.8,1.7,-6.3
4.911,-5.3,5.9,-1.1
4.992,-1.6,6.8,5.3
4.997,-1.7,0.6,7.0
5.001,-4.1,0.6,1.8
5.002,-1.4,3.5,-3.7
5.091,3.2,0.5,-9.4
5.093,8.2,-0.6,-14.3
5.096,12.1,4.4,-10.1
5.104,10.6,7.3,-14.0
5.192,19.1,11.0,-11.8
5.193,14.8,2.4,-6.5
5.197,8.0,3.1,-2.4
5.198,8.8,3.3,-2.3
5.294,9.2,2.5,-2.8
5.296,9.7,2.4,-2.8
5.299,7.8,0.5,-3.0
5.309,6.6,-0.5,-4.1
5.392,14.1,1.8,-9.6
5.393,29.3,2.1,-8.3
5.397,5.9,1.5,-6.4
5.398,7.4,1.7,-3.4
5.497,9.6,1.8,-2.1
5.499,7.1,1.8,-0.6
5.502,3.5,0.5,1.9
5.508,3.6,0.4,2.8
5.592,4.1,0.7,3.0
5.593,4.7,1.1,3.5
5.597,3.0,0.1,4.3
5.598,4.5,-1.2,4.9
5.692,3.6,1.3,5.0
5.693,0.1,4.6,5.6
5.704,-3.3,5.2,6.3
5.712,-5.4,8.0,14.3
5.792,-20.9,36.9,39.2
5.797,-24.1,11.3,32.6
5.8,5.5,-24.9,-0.3
5.802,3.3,-7.0,-1.7
5.898,-1.8,0.4,2.6
5.899,-0.7,1.2,2.4
5.902,1.9,1.8,2.6
6.026,3.6,2.4,3.0
6.027,10.3,7.4,3.0
6.029,11.5,4.3,6.8
6.034,1.2,3.1,6.6
6.091,-0.1,4.0,8.7
6.093,-0.9,7.6,13.4
6.094,-2.5,14.4,18.1
6.111,-0.8,3.8,10.2
6.191,0.6,0.0,6.9
6.193,1.2,-0.6,6.5
6.194,1.0,2.3,6.7
6.198,2.4,4.9,8.2
6.292,2.5,4.4,8.9
6.293,1.9,4.9,9.6
6.295,1.2,5.7,9.9
6.298,0.7,4.4,8.3
6.391,0.8,4.0,7.6
6.393,0.8,4.3,7.5
6.395,0.9,4.8,7.8
6.398,1.4,5.6,8.7
6.491,1.3,5.5,8.8
6.499,1.1,5.2,8.7
6.509,1.1,4.7,8.4
6.513,1.2,3.8,8.4
6.591,1.1,3.9,8.6
6.593,1.2,4.3,8.9
6.595,1.2,4.5,8.9
6.598,1.0,4.8,8.5
6.691,1.0,4.9,8.3
6.693,1.0,4.9,8.2
6.695,1.1,5.0,8.1
