accel_time_list,accel_x_list,accel_y_list,accel_z_list
3.502,-5.1,-4.0,7.3
3.505,-5.2,-4.0,7.5
3.507,-5.3,-4.0,7.4
3.508,-5.3,-3.8,7.4
3.607,-5.2,-3.4,7.3
3.611,-5.2,-3.3,8.0
3.612,-5.4,-3.4,8.0
3.614,-5.2,-3.1,7.8
3.705,-5.2,-2.9,7.9
3.709,-5.1,-2.8,7.6
3.71,-5.3,-3.2,7.8
3.712,-5.7,-4.0,7.8
3.801,-5.8,-4.2,7.4
3.813,-6.2,-4.7,6.1
3.815,-5.7,-4.6,5.9
3.816,-5.2,-4.2,5.7
3.901,-5.5,-5.1,5.5
3.905,-5.4,-4.5,7.8
3.906,-5.8,-3.5,7.7
3.908,-5.9,-3.1,6.4
4.001,-4.9,-3.1,5.7
4.005,-4.9,-3.4,6.2
4.006,-5.6,-3.3,6.2
4.008,-6.3,-3.5,5.3
4.101,-5.0,-4.2,3.5
4.105,-4.6,-3.4,3.5
4.106,-5.6,-3.7,1.9
4.108,-4.6,-3.1,1.9
4.222,-4.2,-1.9,2.3
4.234,-9.2,-2.8,1.6
4.236,-3.9,2.2,0.9
4.238,-0.7,10.2,1.8
4.302,-3.3,7.9,-2.3
4.308,-3.2,6.7,0.7
4.31,-6.3,4.7,4.9
4.312,30.0,-14.2,21.7
4.401,39.2,-37.5,0.6
4.409,3.5,-31.6,11.1
4.411,4.1,-2.4,10.7
4.413,10.2,9.1,7.1
4.501,12.4,10.3,1.0
4.504,-1.8,-21.2,-7.9
4.506,0.3,-7.1,-7.7
4.601,1.3,5.3,-3.1
4.612,-2.1,4.5,3.3
4.616,-2.6,-3.2,3.5
4.617,-2.7,1.5,5.1
4.701,-2.7,2.4,3.7
4.706,-2.8,0.5,0.6
4.71,-2.6,-1.9,-1.3
4.711,-1.2,-2.0,1.4
4.801,-0.2,-1.7,1.5
4.804,1.0,0.2,1.5
4.808,23.4,-2.5,3.9
4.809,39.2,-8.3,11.4
4.906,17.2,-6.6,21.2
4.908,5.1,-9.6,24.9
4.912,-8.3,-1.6,15.0
4.914,-9.5,1.1,11.8
5.007,-4.5,1.5,7.2
5.009,1.0,0.6,5.4
5.014,3.0,-5.4,2.6
5.016,2.4,-1.5,2.1
5.102,1.8,-0.7,1.3
5.103,3.6,-5.4,7.1
5.111,4.0,-25.2,18.4
5.113,4.4,-13.5,16.0
5.201,-2.1,-7.5,10.2
5.203,-2.9,-2.9,3.9
5.212,2.8,5.1,3.6
5.213,3.0,4.0,5.2
5.301,2.5,0.7,6.2
5.302,2.9,0.1,8.2
5.306,2.7,-7.1,15.3
5.322,3.3,-6.5,14.0
5.401,1.9,-4.9,11.6
5.403,0.8,-3.5,8.6
5.406,-0.3,-3.4,6.3
5.408,0.3,-3.6,6.7
5.502,0.8,-3.3,7.8
5.504,1.3,-3.4,8.7
5.51,2.2,-4.2,10.4
5.511,2.0,-3.6,10.4
5.602,1.9,-2.9,10.0
5.604,1.8,-2.3,10.0
5.607,1.0,-1.2,10.1
5.609,0.8,-1.5,9.9
5.702,0.7,-1.3,9.5
5.704,0.7,-1.7,9.4
5.715,1.3,-3.2,9.0
5.725,1.5,-3.7,8.9
5.801,1.6,-4.6,8.7
5.806,1.6,-5.3,8.5
5.81,1.7,-4.3,8.8
5.811,1.6,-4.0,9.2
5.903,1.6,-3.2,9.4
5.904,1.5,-2.8,9.5
5.908,1.3,-2.0,9.9
5.913,1.3,-1.9,9.8
6.005,1.2,-2.2,9.5
6.007,1.4,-3.0,9.0
6.01,1.4,-3.8,8.8
6.012,1.3,-4.4,8.8
6.1,1.1,-4.9,8.5
6.102,1.3,-4.7,8.6
6.12,1.6,-4.1,9.1
6.201,1.3,-3.4,9.2
6.203,1.5,-3.4,9.2
6.205,1.7,-3.4,9.3
6.208,1.8,-2.6,9.5
6.301,1.7,-2.5,9.7
6.303,1.3,-3.1,9.5
6.304,1.2,-3.7,9.2
6.311,1.3,-3.8,8.8
6.401,1.3,-4.1,8.6
6.403,1.4,-4.3,8.6
6.404,1.4,-4.4,8.6
6.412,1.6,-4.1,8.8
6.501,1.6,-3.9,9.1
6.503,1.6,-3.7,9.3
6.512,1.5,-3.5,9.3
6.515,1.6,-3.6,9.3
