accel_time_list,accel_x_list,accel_y_list,accel_z_list
4.004,-3.8,-5.3,7.4
4.005,-3.9,-5.7,7.7
4.007,-4.0,-5.3,7.5
4.009,-4.0,-5.0,7.5
4.01,-3.8,-4.9,7.3
4.1,-4.0,-5.0,7.3
4.101,-4.0,-4.9,7.8
4.103,-4.0,-4.6,7.5
4.105,-3.9,-4.6,7.6
4.107,-3.8,-4.8,7.4
4.201,-3.7,-4.5,7.6
4.203,-3.6,-4.3,8.0
4.212,-3.7,-4.2,8.2
4.214,-3.5,-4.5,8.1
4.215,-3.3,-4.7,7.7
4.3,-3.4,-4.6,7.5
4.306,-3.2,-4.8,7.5
4.307,-3.6,-4.9,7.6
4.309,-3.4,-4.9,8.2
4.311,-3.3,-5.2,7.8
4.402,-3.3,-5.0,7.7
4.408,-3.3,-4.8,7.6
4.41,-3.4,-4.8,7.8
4.412,-3.5,-5.1,7.9
4.414,-3.6,-5.2,7.9
4.5,-3.6,-5.1,7.7
4.502,-3.5,-5.0,7.5
4.504,-3.4,-5.0,7.7
4.505,-3.5,-4.9,7.8
4.507,-3.5,-4.9,8.0
4.6,-3.5,-4.8,7.9
4.61,-3.7,-4.7,7.8
4.618,-3.6,-4.6,7.7
4.619,-4.3,-4.5,7.8
4.621,-5.0,-4.7,7.9
4.704,-5.1,-4.6,7.9
4.705,-5.0,-4.0,7.4
4.707,-4.5,-3.6,7.4
4.709,-4.1,-3.8,7.6
4.71,-3.8,-4.2,7.8
4.8,-3.7,-3.4,7.7
4.802,-2.8,-3.8,7.8
4.804,-3.3,-4.7,7.9
4.805,-3.6,-4.1,7.7
4.807,-4.2,-4.5,6.9
4.901,-5.0,-4.5,6.7
4.903,-7.3,-3.6,4.7
4.904,-10.6,-2.0,-0.0
4.906,-17.3,-2.1,-15.6
4.908,-13.8,4.4,-10.7
5.0,-5.2,10.1,-8.4
5.008,0.3,4.6,-6.3
5.009,5.4,0.6,-2.7
5.011,7.3,-0.1,-0.2
5.1,4.0,-1.2,4.4
5.102,2.4,-3.6,3.5
5.103,-0.3,-7.7,7.7
5.105,-8.2,-17.1,11.1
5.11,-10.0,-13.5,2.2
5.203,-2.1,-39.2,26.2
5.204,-12.4,-24.0,38.8
5.206,11.8,5.7,8.1
5.208,-29.6,-13.3,21.0
5.209,-35.6,-8.7,34.5
5.3,-26.5,-22.7,31.1
5.302,-5.4,4.4,1.0
5.303,36.2,-3.5,-9.1
5.305,-24.1,-15.6,-1.5
5.307,-5.4,-19.4,15.0
5.401,-12.9,-24.4,8.5
5.403,-2.5,-16.0,4.7
5.404,-1.4,-4.1,4.1
5.406,-2.3,-4.3,5.1
5.408,0.4,7.9,5.4
5.5,11.9,23.7,17.9
5.502,8.6,10.9,12.1
5.503,9.8,4.6,9.6
5.505,5.2,-0.5,6.5
5.507,-0.4,-1.3,3.3
5.6,-2.4,-1.5,0.8
5.602,-2.5,-2.5,-1.2
5.603,-1.3,-4.3,-2.1
5.605,-0.8,-5.2,-2.1
5.607,-0.9,-5.3,0.3
5.7,-0.1,-5.1,3.4
5.702,2.0,-4.2,4.6
5.703,3.5,-2.8,4.8
5.705,5.1,-2.6,5.6
5.718,9.8,-4.2,11.6
5.799,16.6,1.1,15.4
5.801,0.6,-37.5,-5.1
5.806,-14.0,-36.1,-10.6
5.808,1.7,-23.9,-3.9
5.809,0.7,-10.8,-2.7
5.9,2.7,-2.3,2.3
5.902,2.6,4.3,5.0
5.903,1.0,5.0,5.8
5.905,0.7,0.3,5.9
5.906,1.7,-4.4,6.1
6.004,2.9,-6.3,5.7
6.006,2.7,-4.5,5.1
6.007,2.9,-3.4,4.7
6.009,4.1,-4.2,4.8
6.011,4.4,-5.6,5.8
6.099,3.0,-5.2,8.0
6.101,-0.8,-9.3,16.3
6.103,-3.7,-17.8,16.6
6.113,-1.6,-12.3,11.6
6.115,0.4,-7.1,6.6
6.199,-0.1,-6.5,4.7
6.201,-0.1,-3.8,4.6
6.203,0.5,-1.1,4.6
6.204,2.4,-0.6,5.1
6.206,4.4,-1.7,6.7
6.301,4.6,-2.3,8.2
6.302,3.0,-2.8,9.4
6.304,1.0,-4.0,9.9
6.306,-0.1,-4.4,11.6
6.307,-0.8,-3.2,12.1
6.4,-0.7,-4.7,11.0
6.401,0.5,-6.6,9.8
6.403,1.0,-6.5,7.6
6.405,1.0,-6.5,6.7
6.406,1.3,-7.2,6.2
6.5,1.7,-7.3,5.8
6.501,1.8,-6.9,6.1
6.511,2.0,-6.7,6.2
6.513,2.3,-7.2,6.5
6.514,2.3,-7.6,6.8
6.599,2.4,-7.3,7.4
6.601,2.4,-6.1,8.0
6.602,2.0,-5.1,8.8
6.604,1.5,-3.9,9.1
6.7,0.9,-3.2,9.4
6.701,0.6,-2.7,9.4
6.703,0.6,-2.7,9.3
6.709,0.9,-2.8,9.3
6.711,1.2,-3.3,9.3
6.8,1.4,-4.3,9.1
6.801,1.6,-5.3,8.7
6.807,1.5,-6.0,8.1
6.809,1.5,-6.5,7.4
6.81,1.5,-6.7,7.1
6.9,1.7,-6.6,7.1
6.908,1.7,-6.3,7.3
6.917,1.8,-6.0,7.8
6.919,1.7,-5.4,8.4
6.921,1.6,-4.8,8.9
7.0,1.3,-4.2,9.2
